NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
00,Benoit Benjamin,C,7-0,250,1964-11-22,US,12,Creighton
25,Tom Chambers,PF,6-10,220,1959-06-21,US,15,Utah
44,Derrick Coleman,PF,6-10,230,1967-06-21,US,7,Syracuse
34,Terry Cummings,PF,6-9,220,1961-03-15,US,15,DePaul
50,William Cunningham,C,6-11,250,1974-03-25,US,R,Temple
7,Mark Davis,SF,6-7,210,1973-04-26,US,2,"Howard College, Texas Tech"
3,Allen Iverson,PG,6-0,165,1975-06-07,US,1,Georgetown
22,Jim Jackson,SG,6-6,220,1970-10-14,US,5,Ohio State
8,Aaron McKie,SG,6-5,209,1972-10-02,US,3,Temple
00,Eric Montross,C,7-0,270,1971-09-23,US,3,UNC
9-11,Doug Overton,PG,6-3,190,1969-08-03,US,5,La Salle
12,Anthony Parker,SG,6-6,215,1975-06-19,US,R,Bradley
42,Theo Ratliff,C,6-10,225,1973-04-17,US,2,Wyoming
22,Brian Shaw,PG,6-6,190,1966-03-22,US,8,"Saint Mary's, UC Santa Barbara"
9,Joe Smith,PF,6-10,225,1975-07-26,US,2,Maryland
20,Eric Snow,PG,6-3,190,1973-04-24,US,2,Michigan State
42,Jerry Stackhouse,SF,6-6,218,1974-11-05,US,2,UNC
41,Kebu Stewart,PF,6-8,239,1973-12-19,US,R,"UNLV, Cal State-Bakersfield"
1,Tim Thomas,SF,6-10,230,1977-02-26,US,R,Villanova
23,Rex Walters,SG,6-4,190,1970-03-12,US,4,"Northwestern, Kansas"
35,Clarence Weatherspoon,PF,6-6,240,1970-09-08,US,5,University of Southern Mississippi
55,Scott Williams,C,6-10,230,1968-03-21,US,7,UNC
