NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
40,Shandon Anderson,SG,6-6,208,1973-12-31,US,1,Georgia
55,Antoine Carr,PF,6-9,225,1961-07-23,US,13,Wichita State
45,William Cunningham,C,6-11,250,1974-03-25,US,R,Temple
10,Howard Eisley,PG,6-2,177,1972-12-04,US,3,Boston College
44,Greg Foster,C,6-11,240,1968-10-03,US,7,"UCLA, Texas-El Paso"
14,Jeff Hornacek,SG,6-3,190,1963-05-03,US,11,Iowa State
25,Troy Hudson,PG,6-1,170,1976-03-13,US,R,"Missouri, Southern Illinois"
31,Adam Keefe,C,6-9,230,1970-02-22,US,5,Stanford
32,Karl Malone,PF,6-9,250,1963-07-24,US,12,Louisiana Tech
34,Chris Morris,SF,6-8,210,1966-01-20,US,9,Auburn
0,Greg Ostertag,C,7-2,280,1973-03-06,US,2,Kansas
3,Bryon Russell,SF,6-7,225,1970-12-31,US,4,Cal State Long Beach
12,John Stockton,PG,6-1,170,1962-03-26,US,13,Gonzaga
11,Jacque Vaughn,PG,6-1,190,1975-02-11,US,R,Kansas
