NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
23,Derek Anderson,SF,6-5,194,1974-07-18,US,R,"Ohio State, Kentucky"
2,Scott Brooks,PG,5-11,165,1965-07-31,US,9,"TCU, University of California, Irvine"
6,Mitchell Butler,SG,6-5,210,1970-12-15,US,4,UCLA
27,Tony Dumas,SG,6-6,190,1972-08-25,US,3,Missouri-Kansas City
35,Danny Ferry,PF,6-10,230,1966-10-17,US,7,Duke
20,Greg Graham,SG,6-4,174,1970-11-26,US,4,Indiana
45,Cedric Henderson,SF,6-7,215,1975-03-11,US,R,Memphis
11,Zydrunas Ilgauskas,C,7-3,238,1975-06-05,LT,R,
32,Henry James,PF,6-8,220,1965-07-29,US,6,"South Plains College, St. Mary's University"
4,Shawn Kemp,PF,6-10,230,1969-11-26,US,8,Trinity Valley CC
12,Brevin Knight,PG,5-10,173,1975-11-08,US,R,Stanford
1,Wesley Person,SG,6-6,195,1971-03-28,US,3,Auburn
52,Vitaly Potapenko,C,6-10,280,1975-03-21,UA,1,Wright State University
44,Shawnelle Scott,C,6-10,250,1972-06-16,US,1,St. John's
3,Bob Sura,SG,6-5,200,1973-03-25,US,2,Florida State
30,Carl Thomas,SG,6-4,175,1969-10-03,US,2,Eastern Michigan
