SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1998,13,LAC,8,Isaac Austin,C,6-10,255,1969-08-18,US,4,Arizona State
1998,13,LAC,31,Brent Barry,SG,6-6,185,1971-12-31,US,2,Oregon State
1998,13,LAC,33,Keith Closs,C,7-3,212,1976-04-03,US,R,Central Connecticut State University
1998,13,LAC,32,James Collins,SG,6-4,196,1973-11-05,US,R,Florida State
1998,13,LAC,15,Darrick Martin,PG,5-11,170,1971-03-06,US,3,UCLA
1998,13,LAC,7,Lamond Murray,SF,6-7,236,1973-04-20,US,3,California
1998,13,LAC,52,Eric Piatkowski,SG,6-7,215,1970-09-30,US,3,Nebraska
1998,13,LAC,24,Pooh Richardson,PG,6-1,180,1966-05-14,US,8,UCLA
1998,13,LAC,26,James Robinson,PG,6-2,180,1970-08-31,US,4,Alabama
1998,13,LAC,54,Rodney Rogers,SF,6-7,235,1971-06-20,US,4,Wake Forest
1998,13,LAC,14,Charles Smith,SG,6-4,194,1975-08-22,US,R,New Mexico
1998,13,LAC,23,Maurice Taylor,PF,6-9,260,1976-10-30,US,R,"Michigan, LSU"
1998,13,LAC,35,Loy Vaught,PF,6-9,230,1968-02-27,US,7,Michigan
1998,13,LAC,11,Stojko Vrankovic,C,7-2,260,1964-01-22,HR,3,
1998,13,LAC,55,Lorenzen Wright,C,6-11,225,1975-11-04,US,1,Memphis
