SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1998,15,VAN,3,Shareef Abdur-Rahim,SF,6-9,225,1976-12-11,US,1,California
1998,15,VAN,23,Pete Chilcutt,PF,6-10,230,1968-09-14,US,6,UNC
1998,15,VAN,33,Antonio Daniels,SG,6-4,195,1975-03-19,US,R,Bowling Green
1998,15,VAN,30,Blue Edwards,SG,6-4,200,1965-10-31,US,8,East Carolina University
1998,15,VAN,12,Bobby Hurley,PG,6-0,165,1971-06-28,US,4,Duke
1998,15,VAN,9,George Lynch,SF,6-8,218,1970-09-03,US,4,UNC
1998,15,VAN,6,Sam Mack,SF,6-7,220,1970-05-26,US,3,"Iowa State, Tyler Junior College, Houston"
1998,15,VAN,44,Tony Massenburg,C,6-9,220,1967-07-31,US,5,Maryland
1998,15,VAN,11,Lee Mayberry,PG,6-1,172,1970-06-12,US,5,Arkansas
1998,15,VAN,40,Ivano Newbill,PF,6-9,245,1970-12-12,US,2,Georgia Tech
1998,15,VAN,7,Anthony Peeler,SG,6-4,208,1969-11-25,US,5,Missouri
1998,15,VAN,50,Bryant Reeves,C,7-0,275,1973-06-08,US,2,Oklahoma State
1998,15,VAN,5,Chris Robinson,SG,6-5,200,1974-04-02,US,1,Western Kentucky
1998,15,VAN,6,Larry Robinson,SF,6-3,180,1968-01-11,US,4,Centenary (LA)
1998,15,VAN,34,Michael Smith,PF,6-8,230,1972-03-28,US,3,Providence
1998,15,VAN,10,Otis Thorpe,PF,6-9,225,1962-08-05,US,13,Providence
