Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2006,26,989,SAC,Sacramento Kings,24.0,NBA,SF,67.0,11.0,1301.0,5.2,13.0,0.4,1.6,5.5,0.28,3.7,7.5,0.48,3.1,4.1,0.77,1.6,5.9,7.4,3.8,1.6,1.9,3.0,5.4,15.1,,98.0,104.0
2007,26,989,SAC,Sacramento Kings,25.0,NBA,SF,79.0,5.0,1410.0,5.9,13.6,0.43,1.9,5.4,0.36,4.0,8.3,0.48,3.4,4.1,0.83,1.9,5.5,7.4,3.1,1.6,1.5,2.5,6.8,17.0,,106.0,108.0
2008,26,989,SAC,Sacramento Kings,26.0,NBA,SF,79.0,20.0,2096.0,8.4,18.2,0.46,2.7,7.0,0.39,5.7,11.2,0.51,3.9,5.0,0.78,1.3,5.1,6.4,3.1,2.3,1.2,3.1,5.6,23.5,,108.0,109.0
2009,26,989,SAC,Sacramento Kings,27.0,NBA,SF,65.0,36.0,1975.0,7.6,17.2,0.44,2.3,5.7,0.4,5.3,11.5,0.47,3.8,4.6,0.82,1.4,4.2,5.6,3.9,2.1,1.7,2.9,5.1,21.3,,107.0,114.0
2010,26,989,SAC,Sacramento Kings,28.0,NBA,SG,25.0,4.0,575.0,7.3,15.6,0.47,2.0,5.2,0.39,5.2,10.4,0.5,1.3,1.5,0.88,1.0,4.9,5.9,4.0,0.9,1.7,1.9,4.4,17.9,,111.0,111.0
2011,26,989,SAC,Sacramento Kings,29.0,NBA,SF,58.0,34.0,1386.0,7.5,17.3,0.44,2.9,8.1,0.36,4.6,9.1,0.5,2.4,2.8,0.86,0.9,4.0,4.8,2.6,1.9,1.8,1.6,4.6,20.4,,113.0,109.0
2012,26,989,SAC,Sacramento Kings,30.0,NBA,SF,49.0,3.0,798.0,5.5,14.5,0.38,2.4,8.3,0.29,3.0,6.2,0.49,1.5,1.9,0.8,0.7,5.6,6.3,2.0,2.3,2.4,1.4,4.6,14.9,,101.0,108.0
2013,31,989,TOT,Total After Trade,31.0,NBA,"SF,SG",58.0,20.0,1029.0,5.8,14.8,0.39,3.3,8.8,0.37,2.5,6.0,0.42,0.9,1.0,0.86,0.4,4.1,4.5,3.1,2.3,1.9,1.6,4.3,15.9,,105.0,109.0
2013,26,989,SAC,Sacramento Kings,31.0,NBA,SG,40.0,15.0,710.0,5.6,14.8,0.38,2.9,7.9,0.37,2.7,6.9,0.38,0.9,1.0,0.86,0.5,4.4,4.9,3.1,2.3,2.2,1.4,4.8,14.9,,101.0,110.0
2013,11,989,HOU,Houston Rockets,31.0,NBA,SF,18.0,5.0,319.0,6.4,14.9,0.43,4.2,11.0,0.39,2.2,3.9,0.56,0.9,1.1,0.86,0.2,3.4,3.6,3.1,2.2,1.1,1.9,3.4,18.0,,112.0,107.0
2014,11,989,HOU,Houston Rockets,32.0,NBA,SF,55.0,4.0,1083.0,5.4,13.5,0.4,3.2,8.9,0.36,2.3,4.6,0.48,0.5,0.9,0.53,1.0,4.6,5.6,2.9,1.2,1.5,1.4,5.5,14.5,,108.0,108.0
2015,11,989,HOU,Houston Rockets,33.0,NBA,SF,14.0,0.0,200.0,4.2,15.7,0.27,2.5,11.2,0.22,1.7,4.5,0.39,0.2,1.0,0.25,0.7,3.5,4.2,3.7,2.2,1.2,2.5,5.0,11.2,,76.0,105.0
