Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2011,4,119,CHA,Charlotte Bobcats,14,D.J. Augustin,PG,5-11,183,"November 10, 1987",US,2,Texas
2011,4,376,CHA,Charlotte Bobcats,4,Derrick Brown,SF,6-7,225,"September 8, 1987",US,1,Xavier
2011,4,385,CHA,Charlotte Bobcats,54,Kwame Brown,C,6-11,270,"March 10, 1982",US,9,
2011,4,483,CHA,Charlotte Bobcats,33,Matt Carroll,SG,6-6,212,"August 28, 1980",US,7,Notre Dame
2011,4,575,CHA,Charlotte Bobcats,11,Sherron Collins,PG,5-11,205,"March 18, 1987",US,R,Kansas
2011,4,646,CHA,Charlotte Bobcats,44,Dante Cunningham,PF,6-8,230,"April 22, 1987",US,1,Villanova
2011,4,739,CHA,Charlotte Bobcats,32,Boris Diaw,PF,6-8,250,"April 16, 1982",FR,7,
2011,4,752,CHA,Charlotte Bobcats,7,DeSagana Diop,C,7-0,300,"January 30, 1982",SN,9,
2011,4,1252,CHA,Charlotte Bobcats,15,Gerald Henderson Jr.,SG,6-5,215,"December 9, 1987",US,1,Duke
2011,4,1417,CHA,Charlotte Bobcats,1,Stephen Jackson,SG,6-8,218,"April 5, 1978",US,10,Butler County Community College
2011,4,1758,CHA,Charlotte Bobcats,2,Shaun Livingston,PG,6-7,192,"September 11, 1985",US,5,
2011,4,1935,CHA,Charlotte Bobcats,5,Dominic McGuire,SF,6-9,220,"October 20, 1985",US,3,"California, Fresno State"
2011,4,2020,CHA,Charlotte Bobcats,13,Nazr Mohammed,C,6-10,221,"September 5, 1977",US,12,Kentucky
2011,4,2108,CHA,Charlotte Bobcats,21,Eduardo Najera,PF,6-8,240,"July 11, 1976",MX,10,Oklahoma
2011,4,2370,CHA,Charlotte Bobcats,10,Joel Przybilla,C,7-1,255,"October 10, 1979",US,10,Minnesota
2011,4,2827,CHA,Charlotte Bobcats,41,Garrett Temple,PG,6-5,195,"May 8, 1986",US,1,LSU
2011,4,2859,CHA,Charlotte Bobcats,12,Tyrus Thomas,C,6-9,215,"August 17, 1986",US,4,LSU
2011,4,3009,CHA,Charlotte Bobcats,3,Gerald Wallace,SF,6-7,215,"July 23, 1982",US,9,Alabama
2011,4,3085,CHA,Charlotte Bobcats,8,D.J. White,C,6-9,251,"August 31, 1986",US,2,Indiana
