Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2011,12,578,IND,Indiana Pacers,2,Darren Collison,PG,6-0,175,"August 23, 1987",US,1,UCLA
2011,12,802,IND,Indiana Pacers,17,Mike Dunleavy Jr.,SG,6-9,230,"September 15, 1980",US,8,Duke
2011,12,939,IND,Indiana Pacers,5,T.J. Ford,PG,6-0,165,"March 24, 1983",US,6,Texas
2011,12,945,IND,Indiana Pacers,10,Jeff Foster,C,6-11,236,"January 16, 1977",US,11,Texas State University
2011,12,1019,IND,Indiana Pacers,24,Paul George,SG,6-8,220,"May 2, 1990",US,R,Fresno State
2011,12,1077,IND,Indiana Pacers,33,Danny Granger,SF,6-9,222,"April 20, 1983",US,5,"Bradley, New Mexico"
2011,12,1174,IND,Indiana Pacers,50,Tyler Hansbrough,PF,6-9,250,"November 3, 1985",US,1,UNC
2011,12,1276,IND,Indiana Pacers,55,Roy Hibbert,C,7-2,270,"December 11, 1986",US,2,Georgetown
2011,12,1533,IND,Indiana Pacers,1,Dahntay Jones,SG,6-6,225,"December 27, 1980",US,7,"Rutgers University, Duke"
2011,12,1560,IND,Indiana Pacers,44,Solomon Jones,C,6-10,230,"July 16, 1984",US,4,South Florida
2011,12,1961,IND,Indiana Pacers,32,Josh McRoberts,PF,6-10,240,"February 28, 1987",US,3,Duke
2011,12,2347,IND,Indiana Pacers,41,James Posey,SF,6-8,215,"January 13, 1977",US,11,Xavier
2011,12,2361,IND,Indiana Pacers,12,A.J. Price,PG,6-2,181,"October 7, 1986",US,1,UConn
2011,12,2533,IND,Indiana Pacers,25,Brandon Rush,SG,6-6,220,"July 7, 1985",US,2,Kansas
2011,12,2748,IND,Indiana Pacers,6,Lance Stephenson,SG,6-6,230,"September 5, 1990",US,R,Cincinnati
