Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,21,2492,OKC,Oklahoma City Thunder,21.0,NBA,PF,3,0,3.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0
2021,21,2492,OKC,Oklahoma City Thunder,22.0,NBA,PF,11,5,20.2,3.5,6.3,0.56,0.6,1.8,0.35,2.9,4.5,0.65,0.62,1.2,1.9,0.62,1.7,3.2,4.9,1.4,0.5,0.4,1.1,2.5,8.9
