Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1990,3.0,1864,NJN,New Jersey Nets,23.0,NBA,PF,21.0,0.0,108.0,14.0,40.0,0.35,0.0,0.0,,14.0,40.0,0.35,0.35,9.0,15.0,0.6,11.0,23.0,34.0,7.0,2.0,2.0,11.0,20.0,37.0,,0.0
1991,8.0,1864,DEN,Denver Nuggets,24.0,NBA,PF,3.0,0.0,21.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,6.0,8.0,0.75,3.0,2.0,5.0,0.0,1.0,0.0,0.0,6.0,10.0,,0.0
1992,20.0,1864,NYK,New York Knicks,25.0,NBA,PF,82.0,0.0,2198.0,203.0,399.0,0.51,0.0,0.0,,203.0,399.0,0.51,0.51,167.0,260.0,0.64,216.0,357.0,573.0,106.0,46.0,20.0,101.0,229.0,573.0,,0.0
1993,20.0,1864,NYK,New York Knicks,26.0,NBA,PF,81.0,0.0,2482.0,316.0,629.0,0.5,0.0,0.0,,316.0,629.0,0.5,0.5,199.0,292.0,0.68,231.0,409.0,640.0,170.0,43.0,19.0,137.0,240.0,831.0,,0.0
1994,20.0,1864,NYK,New York Knicks,27.0,NBA,PF,73.0,12.0,1903.0,206.0,433.0,0.48,0.0,1.0,0.0,206.0,432.0,0.48,0.48,116.0,161.0,0.72,158.0,269.0,427.0,151.0,31.0,9.0,107.0,190.0,528.0,,0.0
1995,20.0,1864,NYK,New York Knicks,28.0,NBA,PF,77.0,11.0,2496.0,287.0,507.0,0.57,0.0,1.0,0.0,287.0,506.0,0.57,0.57,191.0,298.0,0.64,182.0,468.0,650.0,240.0,69.0,21.0,123.0,253.0,765.0,,0.0
1996,20.0,1864,NYK,New York Knicks,29.0,NBA,SF,82.0,82.0,3457.0,449.0,798.0,0.56,0.0,0.0,,449.0,798.0,0.56,0.56,298.0,414.0,0.72,220.0,544.0,764.0,363.0,69.0,34.0,211.0,246.0,1196.0,,0.0
1997,,1864,CHH,None,30.0,NBA,PF,73.0,73.0,3143.0,433.0,825.0,0.52,1.0,3.0,0.33,432.0,822.0,0.53,0.52,319.0,428.0,0.74,186.0,643.0,829.0,414.0,76.0,33.0,165.0,202.0,1186.0,,4.0
1998,,1864,CHH,None,31.0,NBA,PF,81.0,80.0,3148.0,389.0,764.0,0.51,0.0,4.0,0.0,389.0,760.0,0.51,0.51,261.0,402.0,0.65,177.0,649.0,826.0,342.0,68.0,18.0,146.0,182.0,1039.0,,0.0
2001,16.0,1864,MIA,Miami Heat,34.0,NBA,PF,80.0,80.0,3254.0,460.0,954.0,0.48,0.0,0.0,,460.0,954.0,0.48,0.48,370.0,474.0,0.78,169.0,601.0,770.0,248.0,80.0,25.0,179.0,231.0,1290.0,,0.0
2002,17.0,1864,MIL,Milwaukee Bucks,35.0,NBA,PF,82.0,82.0,3143.0,316.0,626.0,0.5,1.0,1.0,1.0,315.0,625.0,0.5,0.51,154.0,221.0,0.7,124.0,522.0,646.0,346.0,57.0,22.0,130.0,187.0,787.0,,0.0
2003,17.0,1864,MIL,Milwaukee Bucks,36.0,NBA,C,65.0,58.0,2119.0,191.0,393.0,0.49,0.0,1.0,0.0,191.0,392.0,0.49,0.49,84.0,117.0,0.72,90.0,326.0,416.0,209.0,32.0,12.0,79.0,147.0,466.0,,0.0
