Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,25,1740,POR,Portland Trail Blazers,22.0,NBA,PG,81.0,45.0,2020.0,4.6,10.6,0.43,0.1,0.3,0.33,4.5,10.3,0.43,2.1,2.8,0.73,1.5,2.5,4.0,7.6,2.7,0.3,2.4,3.2,11.3
1984,25,1740,POR,Portland Trail Blazers,23.0,NBA,PG,81.0,22.0,2010.0,5.6,12.6,0.45,0.1,0.3,0.2,5.6,12.3,0.45,2.8,3.8,0.74,1.7,2.2,3.9,6.7,2.4,0.6,2.2,3.2,14.1
1985,8,1740,DEN,Denver Nuggets,24.0,NBA,PG,82.0,82.0,2559.0,6.0,13.9,0.43,0.1,0.3,0.25,5.9,13.5,0.44,2.8,3.6,0.77,2.1,3.7,5.8,8.6,2.8,0.4,2.9,3.2,14.8
1986,8,1740,DEN,Denver Nuggets,25.0,NBA,PG,78.0,77.0,2616.0,6.4,14.6,0.44,0.2,0.5,0.32,6.3,14.1,0.45,1.8,2.5,0.72,1.9,3.9,5.8,8.0,2.4,0.2,2.9,2.8,14.9
1987,8,1740,DEN,Denver Nuggets,26.0,NBA,PG,82.0,82.0,3054.0,7.6,16.1,0.47,0.3,1.1,0.24,7.3,15.1,0.49,2.9,3.7,0.78,2.5,6.0,8.6,7.7,2.4,0.4,2.0,2.6,18.3
1988,8,1740,DEN,Denver Nuggets,27.0,NBA,SG,82.0,82.0,3061.0,7.6,16.0,0.47,0.1,0.7,0.21,7.4,15.3,0.48,2.9,3.7,0.78,2.4,5.4,7.8,7.5,2.6,0.2,2.1,2.5,18.2
1989,8,1740,DEN,Denver Nuggets,28.0,NBA,SG,71.0,71.0,2745.0,7.3,16.0,0.46,0.3,0.9,0.35,7.0,15.1,0.46,3.5,4.5,0.78,2.5,6.2,8.7,7.3,2.6,0.3,2.1,2.3,18.5
1990,8,1740,DEN,Denver Nuggets,29.0,NBA,SG,79.0,79.0,2832.0,7.2,16.3,0.44,0.5,1.1,0.41,6.8,15.2,0.44,3.4,4.3,0.8,2.9,6.4,9.3,6.6,2.1,0.2,2.0,2.2,18.3
1991,7,1740,DAL,Dallas Mavericks,30.0,NBA,SG,4.0,0.0,86.0,3.8,9.6,0.39,0.0,1.3,0.0,3.8,8.4,0.45,4.6,5.9,0.79,1.3,5.0,6.3,5.0,2.5,1.3,4.2,2.1,12.1
1992,7,1740,DAL,Dallas Mavericks,31.0,NBA,SG,31.0,5.0,884.0,5.5,14.2,0.39,0.7,2.1,0.33,4.8,12.1,0.4,2.4,3.3,0.75,2.3,4.3,6.6,4.4,1.9,0.5,1.5,3.0,14.1
1994,7,1740,DAL,Dallas Mavericks,33.0,NBA,PG,81.0,54.0,1947.0,4.2,10.3,0.41,0.5,1.4,0.35,3.7,8.9,0.42,1.4,1.8,0.76,1.5,3.7,5.2,3.9,2.9,0.3,1.6,2.9,10.3
