SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,29,UTA,Gordon Hayward,24.0,76,76.0,2618,484,1087,0.44,120,330,0.36,364,757,0.48,0.5,375,462,0.81,54,319,373,313,108,30,206,131,1463
2015,29,UTA,Trey Burke,22.0,76,43.0,2288,370,1005,0.37,124,390,0.32,246,615,0.4,0.43,109,145,0.75,31,173,204,328,65,15,124,119,973
2015,29,UTA,Derrick Favors,23.0,74,74.0,2280,482,918,0.52,1,6,0.17,481,912,0.53,0.53,222,332,0.67,196,411,607,112,60,123,121,210,1187
2015,29,UTA,Rudy Gobert,22.0,82,37.0,2158,258,427,0.6,0,2,0.0,258,425,0.61,0.6,170,273,0.62,265,510,775,109,64,189,111,175,686
2015,29,UTA,Dante Exum,19.0,82,41.0,1817,145,416,0.35,83,264,0.31,62,152,0.41,0.45,20,32,0.62,27,104,131,198,41,14,118,147,393
2015,29,UTA,Joe Ingles,27.0,79,32.0,1673,147,354,0.42,72,202,0.36,75,152,0.49,0.52,30,40,0.75,22,153,175,182,72,10,98,124,396
2015,29,UTA,Trevor Booker,27.0,79,5.0,1564,226,464,0.49,29,84,0.34,197,380,0.52,0.52,86,148,0.58,139,258,397,83,43,41,88,144,567
2015,29,UTA,Enes Kanter,22.0,49,48.0,1326,286,582,0.49,13,41,0.32,273,541,0.5,0.5,93,118,0.79,147,237,384,26,23,16,93,114,678
2015,29,UTA,Rodney Hood,22.0,50,21.0,1064,155,374,0.41,62,170,0.36,93,204,0.46,0.5,61,80,0.76,9,108,117,83,30,12,45,119,433
2015,29,UTA,Elijah Millsap,27.0,47,5.0,924,81,238,0.34,28,90,0.31,53,148,0.36,0.4,58,86,0.67,28,122,150,58,56,16,67,124,248
2015,29,UTA,Alec Burks,23.0,27,27.0,899,121,300,0.4,26,68,0.38,95,232,0.41,0.45,106,129,0.82,19,95,114,82,17,5,52,64,374
2015,29,UTA,Jeremy Evans,27.0,38,0.0,266,32,58,0.55,2,5,0.4,30,53,0.57,0.57,24,29,0.83,26,45,71,13,11,12,5,29,90
2015,29,UTA,Chris Johnson,24.0,12,0.0,211,31,64,0.48,13,38,0.34,18,26,0.69,0.59,6,6,1.0,3,15,18,7,12,0,6,18,81
2015,29,UTA,Ian Clark,23.0,23,0.0,161,15,44,0.34,9,25,0.36,6,19,0.32,0.44,5,5,1.0,4,9,13,10,6,2,7,12,44
2015,29,UTA,Bryce Cotton,22.0,15,0.0,159,29,69,0.42,7,20,0.35,22,49,0.45,0.47,15,18,0.83,3,15,18,15,4,0,12,6,80
2015,29,UTA,Steve Novak,31.0,22,0.0,109,16,35,0.46,16,33,0.48,0,2,0.0,0.69,0,2,0.0,1,15,16,6,0,1,3,13,48
2015,29,UTA,Jack Cooley,23.0,16,0.0,87,9,22,0.41,0,0,,9,22,0.41,0.41,9,21,0.43,10,15,25,1,6,3,3,23,27
2015,29,UTA,Elliot Williams,25.0,5,0.0,42,6,13,0.46,5,7,0.71,1,6,0.17,0.65,1,2,0.5,0,3,3,4,2,0,4,1,18
2015,29,UTA,Patrick Christopher,26.0,4,1.0,29,3,12,0.25,0,4,0.0,3,8,0.38,0.25,0,0,,2,4,6,0,1,0,1,6,6
2015,29,UTA,Grant Jerrett,21.0,3,0.0,26,4,9,0.44,0,2,0.0,4,7,0.57,0.44,1,1,1.0,1,4,5,2,2,0,1,4,9
2015,29,UTA,Jerrelle Benimon,23.0,2,0.0,3,0,0,,0,0,,0,0,,,0,0,,1,2,3,0,0,0,1,0,0
2015,29,UTA,Toure' Murry,25.0,1,0.0,1,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0
2015,29,UTA,Team Totals,,82,,19705,2900,6492,0.45,610,1781,0.34,2290,4711,0.49,0.49,1391,1929,0.72,988,2617,3605,1632,623,489,1256,1583,7801
