Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,8,1521,DEN,Denver Nuggets,20.0,NBA,C,80,55,1733,6.4,12.5,0.51,0.6,1.7,0.33,5.8,10.7,0.54,3.2,3.9,0.81,3.8,7.9,11.6,3.9,1.6,1.0,2.2,4.3,16.5
2017,8,1521,DEN,Denver Nuggets,21.0,NBA,C,73,59,2038,8.7,15.1,0.58,0.8,2.5,0.32,7.9,12.6,0.63,3.3,4.0,0.82,3.7,8.9,12.7,6.3,1.1,1.0,3.0,3.8,21.6
2018,8,1521,DEN,Denver Nuggets,22.0,NBA,C,75,73,2443,7.4,14.9,0.5,1.6,4.1,0.4,5.8,10.8,0.54,3.9,4.6,0.85,2.9,9.0,11.8,6.7,1.3,0.9,3.1,3.1,20.4
2019,8,1521,DEN,Denver Nuggets,23.0,NBA,C,80,80,2504,8.9,17.3,0.51,1.2,3.9,0.31,7.7,13.5,0.57,4.2,5.1,0.82,3.3,9.2,12.4,8.3,1.6,0.8,3.6,3.3,23.1
2020,8,1521,DEN,Denver Nuggets,24.0,NBA,C,73,73,2336,8.7,16.5,0.53,1.2,3.9,0.31,7.5,12.6,0.59,3.8,4.6,0.82,2.6,8.4,11.0,7.9,1.3,0.7,3.5,3.4,22.4
2021,8,1521,DEN,Denver Nuggets,25.0,NBA,C,16,16,571,9.9,17.7,0.56,1.1,3.2,0.35,8.8,14.4,0.61,5.0,6.1,0.83,3.5,8.6,12.1,9.7,1.9,0.5,4.1,3.3,26.0
