Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,17,MIL,Milwaukee Bucks,Khris Middleton,23,6,6,232,35,92,0.38,11,34,0.32,24,58,0.41,0.44,14,15,0.93,7,15,22,12,14,3,10,14,95
2015,17,MIL,Milwaukee Bucks,Giannis Antetokounmpo,20,6,6,201,26,71,0.37,0,1,0.0,26,70,0.37,0.37,17,23,0.74,12,30,42,16,3,9,11,18,69
2015,17,MIL,Milwaukee Bucks,Michael Carter-Williams,23,6,6,191,33,78,0.42,0,5,0.0,33,73,0.45,0.42,7,12,0.58,1,26,27,29,7,6,16,14,73
2015,17,MIL,Milwaukee Bucks,O.J. Mayo,27,6,0,156,18,54,0.33,6,19,0.32,12,35,0.34,0.39,12,12,1.0,1,19,20,18,7,1,9,14,54
2015,17,MIL,Milwaukee Bucks,John Henson,24,6,0,153,24,41,0.58,0,1,0.0,24,40,0.6,0.58,5,14,0.36,21,27,48,4,5,10,11,14,53
2015,17,MIL,Milwaukee Bucks,Ersan Ilyasova,27,6,6,142,20,61,0.33,5,23,0.22,15,38,0.4,0.37,7,10,0.7,6,17,23,3,5,3,5,10,52
2015,17,MIL,Milwaukee Bucks,Zaza Pachulia,30,6,6,129,16,40,0.4,0,0,,16,40,0.4,0.4,8,13,0.62,11,29,40,9,10,3,5,15,40
2015,17,MIL,Milwaukee Bucks,Jerryd Bayless,26,6,0,120,12,35,0.34,2,7,0.29,10,28,0.36,0.37,13,17,0.76,4,11,15,18,2,2,4,12,39
2015,17,MIL,Milwaukee Bucks,Jared Dudley,29,6,0,110,14,30,0.47,8,14,0.57,6,16,0.38,0.6,4,7,0.57,3,8,11,8,12,2,5,12,40
2015,17,MIL,Milwaukee Bucks,Tyler Ennis,20,1,0,16,2,9,0.22,1,5,0.2,1,4,0.25,0.28,0,0,,3,1,4,3,0,0,0,1,5
2015,17,MIL,Milwaukee Bucks,Miles Plumlee,26,1,0,16,1,8,0.12,0,0,,1,8,0.12,0.12,1,2,0.5,3,3,6,1,0,1,1,1,3
2015,17,MIL,Milwaukee Bucks,Jorge Gutierrez,26,1,0,12,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,1,1,1,0,0,0,1,2
2015,17,MIL,Milwaukee Bucks,Johnny O'Bryant,21,1,0,12,3,8,0.38,0,0,,3,8,0.38,0.38,0,0,,1,2,3,0,0,0,0,1,6
