PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kenny Smith,23.0,81,81.0,3145,547,1183,0.462,46,128,0.359,501,1055,0.475,0.48200000000000004,263,357,0.737,49,177,226,621,102,7,249,173,1403
Rodney McCray,27.0,68,65.0,2435,340,729,0.466,5,22,0.22699999999999998,335,707,0.474,0.47,169,234,0.722,143,371,514,293,57,36,168,121,854
Harold Pressley,25.0,80,36.0,2257,383,873,0.439,119,295,0.40299999999999997,264,578,0.457,0.507,96,123,0.78,216,269,485,174,93,76,124,215,981
Jim Petersen,26.0,66,40.0,1633,278,606,0.45899999999999996,0,8,0.0,278,598,0.465,0.45899999999999996,115,154,0.747,121,292,413,81,47,68,147,236,671
Vinny Del Negro,22.0,80,2.0,1556,239,503,0.475,6,20,0.3,233,483,0.48200000000000004,0.48100000000000004,85,100,0.85,48,123,171,206,65,14,77,160,569
Ricky Berry,24.0,64,21.0,1406,255,567,0.45,65,160,0.406,190,407,0.467,0.507,131,166,0.789,57,140,197,80,37,22,82,197,706
Ed Pinckney,25.0,51,24.0,1334,224,446,0.502,0,6,0.0,224,440,0.509,0.502,177,221,0.8009999999999999,106,195,301,74,54,43,81,125,625
LaSalle Thompson,27.0,43,42.0,1276,247,536,0.461,0,1,0.0,247,535,0.462,0.461,152,188,0.809,120,272,392,44,46,55,117,153,646
Wayman Tisdale,24.0,31,30.0,1108,247,472,0.523,0,0,,247,472,0.523,0.523,119,160,0.7440000000000001,88,211,299,53,20,20,65,109,613
Danny Ainge,29.0,28,26.0,1028,209,462,0.452,58,150,0.387,151,312,0.484,0.515,91,112,0.813,34,67,101,187,41,7,63,78,567
Joe Kleine,27.0,47,11.0,913,116,303,0.38299999999999995,0,1,0.0,116,302,0.384,0.38299999999999995,81,88,0.92,75,166,241,35,18,18,67,126,313
Derek Smith,27.0,29,20.0,600,111,276,0.402,3,15,0.2,108,261,0.414,0.408,64,95,0.674,30,51,81,60,19,8,44,64,289
Brad Lohaus,24.0,29,10.0,476,93,216,0.431,1,7,0.14300000000000002,92,209,0.44,0.433,46,57,0.807,37,77,114,17,9,30,28,60,233
Randy Wittman,29.0,31,2.0,416,50,117,0.42700000000000005,2,4,0.5,48,113,0.425,0.436,16,22,0.727,6,20,26,32,10,0,12,12,118
Ben Gillery,23.0,24,0.0,84,6,19,0.316,0,0,,6,19,0.316,0.316,13,23,0.565,7,16,23,2,2,4,5,29,25
Michael Jackson,24.0,14,0.0,70,9,24,0.375,2,6,0.33299999999999996,7,18,0.389,0.41700000000000004,1,2,0.5,1,3,4,11,3,0,4,12,21
Randy Allen,24.0,7,0.0,43,8,19,0.42100000000000004,0,1,0.0,8,18,0.444,0.42100000000000004,1,2,0.5,3,4,7,0,1,1,2,7,17
Team Totals,,82,,19780,3362,7351,0.457,307,824,0.373,3055,6527,0.46799999999999997,0.478,1620,2104,0.77,1141,2454,3595,1970,624,409,1370,1877,8651
