NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
42,Wayne Cooper,C,6-10,220,1956-11-16,US,6,New Orleans
23,T.R. Dunn,SG,6-4,192,1955-02-01,US,7,Alabama
2,Alex English,SF,6-7,190,1954-01-05,US,8,South Carolina
5,Mike Evans,SG,6-1,170,1955-04-19,US,5,Kansas State
24,Bill Hanzlik,SF,6-7,185,1957-12-06,US,4,Notre Dame
44,Dan Issel,C,6-9,235,1948-10-25,US,14,Kentucky
50,Joe Kopicki,PF,6-9,240,1960-06-12,US,2,Detroit Mercy
12,Fat Lever,PG,6-3,170,1960-08-18,US,2,Arizona State
33,Calvin Natt,PF,6-6,220,1957-01-08,US,5,Louisiana-Monroe
34,Danny Schayes,C,6-11,235,1959-05-10,US,3,Syracuse
20,Elston Turner,SF,6-5,190,1959-06-10,US,3,Ole Miss
10,Willie White,SG,6-3,195,1962-08-20,US,R,Chattanooga
