Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2009,13,1063,LAC,Los Angeles Clippers,Eric Gordon,"December 25, 1988",20.0,NBA,SG,78.0,2677.0,14.9,0.59,0.37,0.39,1.9,6.9,4.3,13.6,1.5,1.0,13.5,20.7,3.9,0.7,4.6,0.08,0.6,-1.0,-0.4,1.0
2010,13,1063,LAC,Los Angeles Clippers,Eric Gordon,"December 25, 1988",21.0,NBA,SG,62.0,2229.0,14.1,0.57,0.41,0.38,1.3,7.1,4.2,13.8,1.6,0.5,13.6,21.5,2.3,0.9,3.2,0.07,0.1,-1.0,-0.9,0.6
2011,13,1063,LAC,Los Angeles Clippers,Eric Gordon,"December 25, 1988",22.0,NBA,SG,56.0,2112.0,18.5,0.57,0.31,0.37,2.5,6.6,4.5,20.7,1.7,0.7,12.0,26.5,4.2,1.1,5.3,0.12,3.0,-1.0,2.0,2.2
2012,19,1063,NOH,New Orleans Hornets,Eric Gordon,"December 25, 1988",23.0,NBA,SG,9.0,310.0,19.2,0.55,0.29,0.46,0.8,8.7,4.8,19.3,2.3,1.1,12.5,29.4,0.5,0.3,0.7,0.12,2.1,-0.3,1.8,0.3
2013,19,1063,NOH,New Orleans Hornets,Eric Gordon,"December 25, 1988",24.0,NBA,SG,42.0,1264.0,15.4,0.52,0.3,0.38,0.9,6.4,3.6,19.3,1.9,0.5,14.6,29.4,0.8,0.3,1.1,0.04,0.6,-1.9,-1.3,0.2
2014,19,1063,NOP,New Orleans Pelicans,Eric Gordon,"December 25, 1988",25.0,NBA,SG,64.0,2057.0,14.9,0.54,0.32,0.27,1.7,7.7,4.7,16.6,1.9,0.5,12.8,23.2,2.0,0.5,2.5,0.06,1.0,-1.4,-0.5,0.8
2015,19,1063,NOP,New Orleans Pelicans,Eric Gordon,"December 25, 1988",26.0,NBA,SG,61.0,2018.0,12.7,0.54,0.45,0.19,1.6,7.4,4.5,17.6,1.3,0.5,14.0,19.8,2.2,0.7,2.9,0.07,0.2,-1.2,-1.0,0.5
2016,19,1063,NOP,New Orleans Pelicans,Eric Gordon,"December 25, 1988",27.0,NBA,SG,45.0,1481.0,13.5,0.56,0.53,0.23,0.7,6.9,3.7,12.7,1.4,0.8,10.7,20.3,1.7,0.4,2.1,0.07,0.9,-1.0,-0.1,0.7
2017,11,1063,HOU,Houston Rockets,Eric Gordon,"December 25, 1988",28.0,NBA,SG,75.0,2323.0,13.2,0.56,0.65,0.17,1.4,8.1,4.7,12.3,1.0,1.4,10.0,22.1,2.5,1.4,3.8,0.08,1.3,-1.4,-0.1,1.1
2018,11,1063,HOU,Houston Rockets,Eric Gordon,"December 25, 1988",29.0,NBA,SG,69.0,2154.0,15.2,0.58,0.63,0.25,1.3,7.5,4.4,11.7,1.0,1.1,10.8,24.7,2.9,1.8,4.7,0.1,2.0,-1.6,0.4,1.3
2019,11,1063,HOU,Houston Rockets,Eric Gordon,"December 25, 1988",30.0,NBA,SG,68.0,2158.0,12.2,0.55,0.64,0.16,0.9,6.9,3.8,9.4,0.9,1.1,8.2,22.0,1.7,1.0,2.6,0.06,0.5,-1.8,-1.3,0.4
2020,11,1063,HOU,Houston Rockets,Eric Gordon,"December 25, 1988",31.0,NBA,SF,36.0,1016.0,10.3,0.51,0.65,0.23,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,-0.1,0.6,0.5,0.02,-1.8,-2.1,-3.9,-0.5
2021,11,1063,HOU,Houston Rockets,Eric Gordon,"December 25, 1988",32.0,NBA,SG,17.0,478.0,16.6,0.6,0.57,0.3,1.3,6.8,4.1,13.2,1.1,1.4,11.2,25.3,0.6,0.5,1.2,0.12,1.5,-1.0,0.5,0.3
