Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1993,24,1995,PHO,Phoenix Suns,22.0,NBA,C,56.0,1.0,1069.0,121.0,255.0,0.48,0.0,3.0,0.0,121.0,252.0,0.48,0.48,71.0,100.0,0.71,70.0,205.0,275.0,118.0,38.0,100.0,108.0,145.0,313.0,,0.0
1994,24,1995,PHO,Phoenix Suns,23.0,NBA,C,69.0,30.0,1786.0,277.0,455.0,0.61,2.0,9.0,0.22,275.0,446.0,0.62,0.61,80.0,137.0,0.58,140.0,336.0,476.0,244.0,83.0,156.0,164.0,230.0,636.0,,1.0
1995,9,1995,DET,Detroit Pistons,24.0,NBA,PF,64.0,22.0,1558.0,232.0,418.0,0.56,3.0,13.0,0.23,229.0,405.0,0.56,0.56,78.0,124.0,0.63,162.0,313.0,475.0,93.0,60.0,116.0,115.0,217.0,545.0,,0.0
1996,28,1995,TOR,Toronto Raptors,25.0,NBA,PF,76.0,72.0,2516.0,418.0,795.0,0.53,0.0,11.0,0.0,418.0,784.0,0.53,0.53,146.0,221.0,0.66,177.0,385.0,562.0,219.0,108.0,143.0,202.0,277.0,982.0,,0.0
1997,31,1995,TOT,Total After Trade,26.0,NBA,C,61.0,8.0,1152.0,123.0,238.0,0.52,0.0,2.0,0.0,123.0,236.0,0.52,0.52,48.0,79.0,0.61,105.0,201.0,306.0,87.0,47.0,63.0,90.0,181.0,294.0,,0.0
1997,7,1995,DAL,Dallas Mavericks,26.0,NBA,C,42.0,0.0,836.0,76.0,154.0,0.49,0.0,1.0,0.0,76.0,153.0,0.5,0.49,28.0,53.0,0.53,82.0,151.0,233.0,58.0,34.0,50.0,70.0,133.0,180.0,,0.0
1997,28,1995,TOR,Toronto Raptors,26.0,NBA,C,19.0,8.0,316.0,47.0,84.0,0.56,0.0,1.0,0.0,47.0,83.0,0.57,0.56,20.0,26.0,0.77,23.0,50.0,73.0,29.0,13.0,13.0,20.0,48.0,114.0,,0.0
1998,28,1995,TOR,Toronto Raptors,27.0,NBA,C,64.0,53.0,1628.0,170.0,369.0,0.46,0.0,4.0,0.0,170.0,365.0,0.47,0.46,61.0,101.0,0.6,146.0,254.0,400.0,196.0,58.0,72.0,131.0,184.0,401.0,,0.0
1999,26,1995,SAC,Sacramento Kings,28.0,NBA,C,4.0,0.0,35.0,5.0,11.0,0.46,0.0,0.0,,5.0,11.0,0.46,0.46,0.0,0.0,,7.0,1.0,8.0,0.0,0.0,2.0,4.0,3.0,10.0,,0.0
2004,18,1995,MIN,Minnesota Timberwolves,33.0,NBA,C,48.0,1.0,506.0,53.0,100.0,0.53,0.0,1.0,0.0,53.0,99.0,0.54,0.53,15.0,23.0,0.65,46.0,84.0,130.0,36.0,19.0,26.0,33.0,91.0,121.0,,0.0
