Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1980,23.0,BOS,NBA,PF,9,,372,83,177,0.469,4,15,0.267,79,162,0.488,0.48,22,25,0.88,22,79,101,42,14,8,33,30,192,,0
1981,24.0,BOS,NBA,PF,17,,750,147,313,0.47,3,8,0.375,144,305,0.472,0.474,76,85,0.894,49,189,238,103,39,17,62,53,373,,1
1982,25.0,BOS,NBA,PF,12,,490,88,206,0.427,1,6,0.167,87,200,0.435,0.43,37,45,0.822,33,117,150,67,23,17,38,43,214,,2
1983,26.0,BOS,NBA,PF,6,,240,49,116,0.422,1,4,0.25,48,112,0.429,0.427,24,29,0.828,20,55,75,41,13,3,19,15,123,,0
1984,27.0,BOS,NBA,PF,23,,961,229,437,0.524,7,17,0.412,222,420,0.529,0.532,167,190,0.879,62,190,252,136,54,27,87,71,632,,1
1985,28.0,BOS,NBA,SF,20,20.0,815,196,425,0.461,7,25,0.28,189,400,0.473,0.469,121,136,0.89,53,129,182,115,34,19,57,54,520,,0
1986,29.0,BOS,NBA,SF,18,18.0,770,171,331,0.517,23,56,0.411,148,275,0.538,0.551,101,109,0.927,34,134,168,148,37,11,47,55,466,,3
1987,30.0,BOS,NBA,SF,23,23.0,1015,216,454,0.476,14,41,0.341,202,413,0.489,0.491,176,193,0.912,41,190,231,165,27,19,71,55,622,,1
1988,31.0,BOS,NBA,SF,17,17.0,763,152,338,0.45,12,32,0.375,140,306,0.458,0.467,101,113,0.894,29,121,150,115,36,14,49,45,417,,0
1990,33.0,BOS,NBA,SF,5,5.0,207,44,99,0.444,5,19,0.263,39,80,0.488,0.47,29,32,0.906,7,39,46,44,5,5,18,10,122,,1
1991,34.0,BOS,NBA,SF,10,10.0,396,62,152,0.408,3,21,0.143,59,131,0.45,0.418,44,51,0.863,8,64,72,65,13,3,19,28,171,,1
1992,35.0,BOS,NBA,SF,4,2.0,107,21,42,0.5,0,5,0.0,21,37,0.568,0.5,3,4,0.75,2,16,18,21,1,2,6,7,45,,0
