Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1988,25,985,POR,Portland Trail Blazers,Kevin Gamble,"November 13, 1965",22.0,NBA,SF,9.0,0.0,19.0,0.0,7.3,0.0,0.0,2.4,0.0,0.0,4.9,0.0,0.0,0.0,,4.9,2.4,7.3,2.4,4.9,0.0,4.9,4.9,0.0,,36.0,104.0
1989,2,985,BOS,Boston Celtics,Kevin Gamble,"November 13, 1965",23.0,NBA,SF,44.0,6.0,375.0,9.8,17.7,0.55,0.3,1.4,0.18,9.5,16.3,0.58,4.6,7.2,0.64,1.4,4.0,5.5,4.4,1.8,0.4,2.5,5.2,24.4,,116.0,111.0
1990,2,985,BOS,Boston Celtics,Kevin Gamble,"November 13, 1965",24.0,NBA,SF,71.0,10.0,990.0,6.8,14.9,0.46,0.1,0.9,0.17,6.6,14.0,0.47,4.2,5.3,0.79,2.1,3.5,5.5,5.9,1.4,0.4,2.2,3.8,17.9,,111.0,111.0
1991,2,985,BOS,Boston Celtics,Kevin Gamble,"November 13, 1965",25.0,NBA,SF,82.0,76.0,2706.0,9.9,16.8,0.59,0.0,0.1,0.0,9.9,16.7,0.59,3.3,4.1,0.82,1.5,3.3,4.8,4.6,1.8,0.6,2.7,4.3,23.1,,120.0,110.0
1992,2,985,BOS,Boston Celtics,Kevin Gamble,"November 13, 1965",26.0,NBA,SF,82.0,77.0,2496.0,9.6,18.2,0.53,0.2,0.6,0.29,9.5,17.6,0.54,2.8,3.2,0.88,1.6,4.1,5.7,4.4,1.5,0.7,1.9,4.0,22.2,,117.0,109.0
1993,2,985,BOS,Boston Celtics,Kevin Gamble,"November 13, 1965",27.0,NBA,SF,82.0,58.0,2541.0,9.1,18.0,0.51,1.0,2.8,0.37,8.1,15.3,0.53,2.4,3.0,0.83,0.9,4.0,4.9,4.5,1.7,0.7,1.6,3.7,21.8,,117.0,110.0
1994,2,985,BOS,Boston Celtics,Kevin Gamble,"November 13, 1965",28.0,NBA,SF,75.0,28.0,1880.0,9.8,21.5,0.46,0.7,2.8,0.24,9.2,18.7,0.49,2.8,3.4,0.82,1.1,3.2,4.2,4.0,1.5,0.6,2.1,3.6,23.1,,104.0,112.0
1995,16,985,MIA,Miami Heat,Kevin Gamble,"November 13, 1965",29.0,NBA,SF,77.0,0.0,1223.0,9.3,19.0,0.49,1.6,4.1,0.4,7.6,14.9,0.51,3.7,4.7,0.78,1.2,3.9,5.2,5.0,2.2,0.4,2.1,5.5,23.9,,118.0,111.0
1996,31,985,TOT,Total After Trade,Kevin Gamble,"November 13, 1965",30.0,NBA,SF,65.0,13.0,1325.0,6.0,15.0,0.4,1.7,4.5,0.39,4.3,10.5,0.41,1.5,1.9,0.79,0.8,3.6,4.5,4.0,1.4,0.3,1.7,5.8,15.3,,103.0,108.0
1996,16,985,MIA,Miami Heat,Kevin Gamble,"November 13, 1965",30.0,NBA,SF,44.0,13.0,1033.0,6.0,15.1,0.39,1.9,4.6,0.42,4.0,10.5,0.38,1.7,1.9,0.87,0.7,3.7,4.4,4.2,1.6,0.3,1.6,6.1,15.6,,105.0,107.0
1996,26,985,SAC,Sacramento Kings,Kevin Gamble,"November 13, 1965",30.0,NBA,SF,21.0,0.0,292.0,6.2,14.4,0.43,1.1,4.0,0.26,5.1,10.4,0.49,0.9,1.8,0.5,1.2,3.5,4.8,3.2,0.7,0.5,1.9,4.9,14.3,,98.0,114.0
1997,26,985,SAC,Sacramento Kings,Kevin Gamble,"November 13, 1965",31.0,NBA,SF,62.0,2.0,953.0,6.8,15.8,0.43,3.0,6.2,0.48,3.8,9.6,0.4,0.4,0.6,0.7,0.7,5.2,5.9,4.3,1.2,0.9,1.5,4.2,17.0,,111.0,110.0
