Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,21,2270,SEA,Seattle Supersonics,22.0,NBA,PG,82.0,82.0,2244.0,4.2,9.2,0.45,0.0,0.2,0.08,4.1,9.0,0.46,1.1,1.6,0.71,1.7,2.2,3.9,8.5,2.6,0.2,2.9,4.0,9.4
1992,21,2270,SEA,Seattle Supersonics,23.0,NBA,PG,81.0,79.0,2549.0,4.7,10.4,0.45,0.0,0.3,0.13,4.6,10.0,0.46,1.4,2.1,0.67,1.7,2.4,4.2,7.1,2.1,0.3,2.5,3.5,10.8
1993,21,2270,SEA,Seattle Supersonics,24.0,NBA,PG,82.0,78.0,2548.0,6.7,13.6,0.49,0.1,0.5,0.21,6.6,13.1,0.5,2.1,2.8,0.77,1.3,2.6,4.0,5.6,2.5,0.3,2.1,3.5,15.7
1994,21,2270,SEA,Seattle Supersonics,25.0,NBA,PG,82.0,82.0,2881.0,7.3,14.5,0.5,0.2,0.7,0.28,7.1,13.8,0.52,2.1,3.5,0.6,1.3,2.0,3.4,6.2,2.3,0.2,2.2,2.8,16.9
1995,21,2270,SEA,Seattle Supersonics,26.0,NBA,PG,82.0,82.0,3015.0,8.2,16.1,0.51,0.8,2.8,0.3,7.3,13.3,0.55,3.0,4.2,0.72,1.3,2.1,3.4,7.0,2.4,0.2,2.4,2.5,20.2
1996,21,2270,SEA,Seattle Supersonics,27.0,NBA,PG,81.0,81.0,3162.0,7.0,14.5,0.48,1.1,3.4,0.33,5.9,11.1,0.53,2.6,3.5,0.75,1.2,2.7,3.9,6.9,2.6,0.2,3.0,2.5,17.8
1997,21,2270,SEA,Seattle Supersonics,28.0,NBA,PG,82.0,82.0,3213.0,7.9,16.6,0.48,1.3,4.3,0.31,6.6,12.3,0.53,2.8,4.0,0.72,1.2,3.0,4.2,6.5,2.2,0.1,2.4,2.3,20.0
1998,21,2270,SEA,Seattle Supersonics,29.0,NBA,PG,82.0,82.0,3145.0,6.6,14.6,0.45,1.5,4.5,0.34,5.1,10.1,0.5,3.2,4.3,0.74,0.9,3.4,4.3,7.8,2.1,0.2,2.6,2.2,18.0
1999,21,2270,SEA,Seattle Supersonics,30.0,NBA,PG,50.0,50.0,2008.0,7.2,16.5,0.43,1.5,5.0,0.3,5.7,11.5,0.5,3.6,4.9,0.72,1.1,3.3,4.4,7.8,2.0,0.2,2.8,2.1,19.4
2001,21,2270,SEA,Seattle Supersonics,32.0,NBA,PG,79.0,79.0,3244.0,8.0,17.7,0.46,1.1,3.0,0.38,6.9,14.6,0.47,3.0,3.9,0.77,0.8,3.2,4.0,7.1,1.4,0.3,2.3,2.0,20.2
2002,21,2270,SEA,Seattle Supersonics,33.0,NBA,PG,82.0,82.0,3301.0,8.0,17.2,0.47,0.8,2.6,0.31,7.2,14.6,0.49,2.9,3.7,0.8,0.9,3.4,4.3,8.0,1.4,0.3,2.3,2.0,19.8
2003,31,2270,TOT,Total After Trade,34.0,NBA,PG,80.0,80.0,3208.0,7.5,16.5,0.45,0.6,2.0,0.3,6.9,14.4,0.48,2.8,4.0,0.71,0.9,2.9,3.7,7.4,1.5,0.2,2.1,2.0,18.3
2003,21,2270,SEA,Seattle Supersonics,34.0,NBA,PG,52.0,52.0,2123.0,7.5,16.8,0.45,0.6,1.9,0.3,7.0,14.9,0.47,2.7,4.0,0.69,0.9,3.3,4.2,7.7,1.6,0.2,2.2,2.0,18.4
2003,17,2270,MIL,Milwaukee Bucks,34.0,NBA,PG,28.0,28.0,1085.0,7.3,15.7,0.47,0.7,2.3,0.29,6.7,13.5,0.5,2.9,3.9,0.75,0.8,2.1,2.9,6.8,1.3,0.3,1.9,2.1,18.2
2004,14,2270,LAL,Los Angeles Lakers,35.0,NBA,PG,82.0,82.0,2825.0,6.1,13.0,0.47,0.7,2.1,0.33,5.4,10.9,0.5,2.3,3.2,0.71,0.9,3.4,4.4,5.7,1.2,0.2,1.9,2.2,15.3
2005,2,2270,BOS,Boston Celtics,36.0,NBA,PG,77.0,77.0,2541.0,4.8,10.3,0.47,0.6,1.8,0.33,4.2,8.4,0.5,2.2,2.8,0.76,0.7,2.7,3.3,6.6,1.2,0.2,2.1,1.7,12.4
2006,16,2270,MIA,Miami Heat,37.0,NBA,PG,81.0,25.0,2305.0,3.6,8.5,0.42,1.0,3.6,0.29,2.6,5.0,0.52,1.6,2.0,0.79,0.5,3.1,3.6,4.0,1.1,0.2,1.6,2.6,9.8
2007,16,2270,MIA,Miami Heat,38.0,NBA,PG,68.0,28.0,1503.0,3.4,8.8,0.39,0.8,2.9,0.26,2.7,5.8,0.46,0.9,1.4,0.67,0.4,2.7,3.2,4.8,1.0,0.1,1.6,2.8,8.6
