Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1985,22.0,UTA,NBA,PG,10,186,14.2,0.563,0.044,0.778,3.8,10.5,7.3,32.5,2.7,0.5,20.9,16.3,,0.2,0.3,0.5,0.119,,-1.4,1.8,0.5,0.1
1986,23.0,UTA,NBA,PG,4,73,17.2,0.644,0.059,0.529,4.2,4.8,4.4,24.7,3.5,0.0,16.0,14.9,,0.2,0.0,0.2,0.154,,-0.1,1.8,1.8,0.1
1987,24.0,UTA,NBA,PG,5,157,18.2,0.72,0.172,0.448,1.5,6.7,4.1,38.1,4.8,0.4,24.1,12.3,,0.4,0.3,0.7,0.2,,1.8,4.3,6.1,0.3
1988,25.0,UTA,NBA,PG,11,478,22.5,0.618,0.104,0.679,3.6,7.0,5.4,51.9,3.9,0.4,21.6,20.3,,1.3,0.7,2.0,0.201,,5.4,3.4,8.8,1.3
1989,26.0,UTA,NBA,PG,3,139,25.9,0.601,0.068,0.356,1.4,6.1,3.7,50.6,3.8,2.2,13.9,22.5,,0.5,0.1,0.7,0.23,,7.2,4.9,12.0,0.5
1990,27.0,UTA,NBA,PG,5,194,18.0,0.482,0.188,0.29,2.2,7.5,4.7,55.9,1.6,0.0,15.3,20.4,,0.3,0.1,0.4,0.106,,3.8,-0.2,3.5,0.3
1991,28.0,UTA,NBA,PG,9,373,21.8,0.644,0.25,0.407,3.3,9.3,6.5,51.5,2.7,0.4,20.1,18.8,,1.0,0.6,1.6,0.208,,6.2,2.5,8.7,1.0
1992,29.0,UTA,NBA,PG,16,623,19.4,0.548,0.319,0.429,2.1,7.3,4.7,54.2,2.9,0.6,21.1,20.1,,1.1,0.5,1.6,0.122,,5.7,0.9,6.6,1.4
1993,30.0,UTA,NBA,PG,5,193,18.6,0.56,0.255,0.353,3.0,4.1,3.6,48.4,3.5,0.0,20.3,18.1,,0.4,0.2,0.6,0.145,,4.2,2.5,6.7,0.4
1994,31.0,UTA,NBA,PG,16,597,19.9,0.523,0.124,0.326,2.7,7.4,5.0,46.4,2.5,1.0,15.3,20.5,,1.3,0.5,1.8,0.144,,4.5,1.1,5.7,1.1
1995,32.0,UTA,NBA,PG,5,193,19.5,0.546,0.27,0.23,3.9,8.4,6.0,45.4,1.9,0.5,14.7,23.1,,0.4,-0.1,0.4,0.087,,5.5,-1.2,4.3,0.3
1996,33.0,UTA,NBA,PG,18,679,17.0,0.544,0.242,0.376,2.6,8.3,5.4,45.9,2.4,0.9,24.1,17.1,,1.1,1.1,2.2,0.156,,3.1,0.8,3.9,1.0
1997,34.0,UTA,NBA,PG,20,739,22.7,0.627,0.23,0.415,3.0,9.6,6.4,47.5,2.5,0.6,19.5,20.6,,2.3,0.8,3.1,0.201,,6.2,1.6,7.8,1.8
1998,35.0,UTA,NBA,PG,20,596,20.0,0.569,0.159,0.433,3.4,8.5,6.1,47.1,2.9,0.4,19.7,20.0,,1.2,1.0,2.2,0.179,,4.5,2.0,6.4,1.2
1999,36.0,UTA,NBA,PG,11,352,18.1,0.487,0.114,0.438,3.8,8.1,6.0,48.2,2.8,0.2,19.8,21.3,,0.4,0.4,0.8,0.116,,2.8,0.7,3.6,0.5
2001,38.0,UTA,NBA,PG,5,186,21.9,0.53,0.216,0.568,6.8,11.2,8.9,51.4,3.0,1.4,13.1,13.6,,0.6,0.1,0.8,0.202,,5.3,3.1,8.4,0.5
2002,39.0,UTA,NBA,PG,4,141,22.2,0.547,0.175,0.325,2.3,10.9,6.4,50.7,4.2,0.6,14.9,17.0,,0.4,0.2,0.7,0.228,,4.0,4.6,8.6,0.4
2003,40.0,UTA,NBA,PG,5,149,17.1,0.586,0.026,0.513,4.1,9.2,6.6,29.9,2.9,0.5,22.7,18.5,,0.2,0.0,0.2,0.067,,1.9,0.1,2.0,0.1
