PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rodney McCray,25,10,10,436,4.7,8.3,0.564,0.0,0.2,0.0,4.7,8.2,0.5760000000000001,3.6,4.5,0.7959999999999999,2.6,4.2,6.9,4.6,0.4,0.7,2.1,1.7,13.0
Robert Reid,31,10,10,431,4.7,12.9,0.361,0.2,1.4,0.11800000000000001,4.5,11.5,0.391,1.3,1.9,0.652,0.5,2.5,3.0,4.0,0.8,0.3,2.3,3.0,10.8
Hakeem Olajuwon,24,10,10,389,10.2,16.6,0.615,0.0,0.1,0.0,10.2,16.5,0.618,6.7,9.0,0.742,3.6,6.8,10.5,2.3,1.2,4.0,3.3,4.1,27.0
Allen Leavell,29,10,10,384,4.1,10.0,0.41100000000000003,0.4,1.5,0.25,3.7,8.5,0.44,4.6,5.6,0.8170000000000001,0.6,1.8,2.3,6.8,1.8,0.3,2.6,3.9,13.2
Ralph Sampson,26,10,10,330,8.2,15.9,0.514,0.1,0.2,0.5,8.1,15.7,0.514,3.8,4.7,0.8140000000000001,2.9,6.7,9.6,2.3,0.2,1.3,3.4,5.1,20.3
Jim Petersen,24,10,0,187,5.4,9.8,0.5489999999999999,0.0,0.0,,5.4,9.8,0.5489999999999999,2.3,3.5,0.667,2.7,6.2,8.9,1.2,1.0,0.4,1.9,5.0,13.1
Cedric Maxwell,31,10,0,177,3.7,6.9,0.529,0.0,0.2,0.0,3.7,6.7,0.545,5.3,7.1,0.743,2.2,4.5,6.7,3.5,0.8,0.0,1.6,3.5,12.6
Steve Harris,23,9,0,91,6.3,17.0,0.37200000000000005,0.0,0.4,0.0,6.3,16.6,0.381,2.0,2.4,0.833,1.2,1.6,2.8,2.0,1.2,0.0,1.2,5.9,14.6
Dirk Minniefield,26,8,0,27,5.3,10.7,0.5,0.0,1.3,0.0,5.3,9.3,0.5710000000000001,8.0,8.0,1.0,2.7,0.0,2.7,2.7,1.3,0.0,5.3,10.7,18.7
Buck Johnson,23,5,0,10,7.2,21.6,0.33299999999999996,0.0,0.0,,7.2,21.6,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.2,3.6,14.4
Dave Feitl,24,6,0,8,0.0,0.0,,0.0,0.0,,0.0,0.0,,9.0,9.0,1.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,9.0
Richard Anderson,26,5,0,5,7.2,21.6,0.33299999999999996,7.2,14.4,0.5,0.0,7.2,0.0,14.4,14.4,1.0,7.2,0.0,7.2,0.0,0.0,0.0,7.2,7.2,36.0
