PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Fat Lever,26,3,3,99,6.9,18.2,0.38,0.7,2.9,0.25,6.2,15.3,0.405,2.2,3.3,0.667,1.8,4.7,6.5,8.0,2.5,0.0,0.7,2.5,16.7
Blair Rasmussen,24,3,3,92,8.6,17.6,0.489,0.0,0.0,,8.6,17.6,0.489,2.0,3.9,0.5,3.1,5.9,9.0,2.7,0.8,0.8,2.0,4.7,19.2
Alex English,33,3,3,76,11.8,23.2,0.51,0.0,0.0,,11.8,23.2,0.51,2.8,3.3,0.857,4.7,1.9,6.6,4.7,0.0,0.0,3.8,4.3,26.5
Bill Hanzlik,29,3,2,76,3.8,11.8,0.32,0.0,0.9,0.0,3.8,10.9,0.348,4.3,7.1,0.6,0.0,2.8,2.8,3.3,1.9,0.0,1.4,2.8,11.8
Danny Schayes,27,3,0,75,5.8,8.2,0.706,0.0,0.0,,5.8,8.2,0.706,2.9,4.3,0.667,2.9,5.3,8.2,1.0,0.5,1.0,1.4,4.8,14.4
Darrell Walker,25,3,3,68,5.8,18.0,0.324,0.0,0.0,,5.8,18.0,0.324,2.1,3.7,0.5710000000000001,1.6,3.7,5.3,2.6,1.1,0.0,2.1,2.1,13.8
Mike Evans,31,3,0,57,4.4,12.0,0.368,1.3,4.4,0.28600000000000003,3.2,7.6,0.41700000000000004,1.3,1.3,1.0,1.3,3.2,4.4,5.1,1.9,0.0,1.9,3.8,11.4
Maurice Martin,22,3,0,54,8.0,19.3,0.414,0.0,0.7,0.0,8.0,18.7,0.429,4.7,8.0,0.583,2.7,3.3,6.0,6.7,0.0,0.7,3.3,8.0,20.7
Mark Alarie,23,3,0,41,7.9,13.2,0.6,0.0,0.0,,7.9,13.2,0.6,1.8,1.8,1.0,0.0,4.4,4.4,0.9,1.8,1.8,3.5,7.9,17.6
Wayne Cooper,30,3,1,41,4.4,10.5,0.41700000000000004,0.0,0.0,,4.4,10.5,0.41700000000000004,1.8,1.8,1.0,5.3,9.7,14.9,1.8,0.0,0.9,0.9,7.9,10.5
T.R. Dunn,31,3,0,22,1.6,6.5,0.25,0.0,0.0,,1.6,6.5,0.25,0.0,0.0,,1.6,3.3,4.9,3.3,1.6,1.6,1.6,4.9,3.3
Otis Smith,23,3,0,19,3.8,11.4,0.33299999999999996,0.0,0.0,,3.8,11.4,0.33299999999999996,11.4,17.1,0.667,1.9,7.6,9.5,7.6,0.0,3.8,7.6,1.9,18.9
