PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rolando Blackman,27,4,4,153,8.5,17.2,0.493,0.0,0.2,0.0,8.5,16.9,0.5,5.2,5.6,0.917,0.9,2.4,3.3,4.0,0.5,0.0,1.9,1.6,22.1
Sam Perkins,25,4,4,133,7.0,14.1,0.5,0.0,1.1,0.0,7.0,13.0,0.542,4.3,6.2,0.696,3.2,6.0,9.2,1.4,1.1,0.3,2.4,4.3,18.4
Mark Aguirre,27,4,4,130,8.6,17.2,0.5,0.0,1.1,0.0,8.6,16.1,0.534,6.4,8.3,0.767,3.0,3.6,6.6,2.2,2.2,0.0,2.5,4.2,23.5
Derek Harper,25,4,4,123,5.9,11.7,0.5,0.6,2.6,0.222,5.3,9.1,0.581,7.0,8.8,0.8,0.6,2.9,3.5,7.9,2.0,0.0,1.5,2.0,19.3
Roy Tarpley,22,4,1,114,7.6,15.2,0.5,0.0,0.0,,7.6,15.2,0.5,1.6,2.2,0.7140000000000001,5.7,7.6,13.3,0.3,0.3,2.2,2.2,5.7,16.7
Detlef Schrempf,24,4,0,97,4.8,13.0,0.371,0.0,1.1,0.0,4.8,11.9,0.406,1.9,4.1,0.455,1.5,3.0,4.5,2.2,1.1,0.7,2.2,4.8,11.5
Brad Davis,31,4,0,75,6.2,11.0,0.565,0.0,1.0,0.0,6.2,10.1,0.619,3.4,4.3,0.778,1.0,3.4,4.3,8.2,0.0,0.0,2.9,1.9,15.8
James Donaldson,29,3,3,68,2.1,2.6,0.8,0.0,0.0,,2.1,2.6,0.8,4.2,4.8,0.889,1.1,7.9,9.0,1.1,0.5,1.6,1.1,3.2,8.5
Bill Wennington,23,4,0,47,4.6,9.2,0.5,0.0,0.0,,4.6,9.2,0.5,2.3,3.8,0.6,3.1,4.6,7.7,3.1,0.0,2.3,2.3,6.9,11.5
Uwe Blab,24,1,0,10,3.6,3.6,1.0,0.0,0.0,,3.6,3.6,1.0,3.6,14.4,0.25,3.6,7.2,10.8,0.0,3.6,3.6,7.2,14.4,10.8
Dennis Nutt,23,1,0,10,3.6,18.0,0.2,0.0,7.2,0.0,3.6,10.8,0.33299999999999996,0.0,0.0,,3.6,3.6,7.2,3.6,0.0,0.0,3.6,0.0,7.2
