PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Karl Malone,23,5,5,200,6.7,15.8,0.42,0.0,0.0,,6.7,15.8,0.42,4.7,6.5,0.722,2.7,5.9,8.6,1.1,2.0,0.7,3.1,3.6,18.0
Mark Eaton,30,5,5,193,3.5,7.6,0.46299999999999997,0.0,0.0,,3.5,7.6,0.46299999999999997,3.0,4.7,0.64,3.0,7.3,10.3,0.6,0.2,3.9,0.7,3.4,10.1
John Stockton,24,5,2,157,4.1,6.6,0.621,0.9,1.1,0.8,3.2,5.5,0.583,2.3,3.0,0.769,0.5,2.1,2.5,9.2,3.4,0.2,2.5,4.1,11.5
Thurl Bailey,25,5,0,151,7.2,15.0,0.47600000000000003,0.0,0.0,,7.2,15.0,0.47600000000000003,4.3,4.3,1.0,3.3,3.8,7.2,2.1,0.7,1.4,2.9,2.9,18.6
Bob Hansen,26,5,5,142,5.3,12.4,0.429,0.5,1.3,0.4,4.8,11.2,0.43200000000000005,4.3,5.1,0.85,0.8,3.0,3.8,2.8,0.3,0.3,1.8,3.5,15.5
Darrell Griffith,28,5,0,104,8.3,22.5,0.369,2.1,5.2,0.4,6.2,17.3,0.36,4.8,6.6,0.737,1.7,2.4,4.2,2.8,2.1,0.7,4.2,1.7,23.5
Rickey Green,32,4,3,72,5.5,11.5,0.478,0.0,0.5,0.0,5.5,11.0,0.5,2.5,3.0,0.833,0.5,3.5,4.0,12.5,1.0,0.0,3.5,2.5,13.5
Kelly Tripucka,27,5,5,70,7.2,10.3,0.7,0.0,1.5,0.0,7.2,8.7,0.8240000000000001,2.1,2.1,1.0,0.5,3.1,3.6,1.5,2.1,0.0,3.6,3.1,16.5
Carey Scurry,24,4,0,57,6.3,13.9,0.455,0.6,1.3,0.5,5.7,12.6,0.45,1.9,4.4,0.429,4.4,4.4,8.8,0.0,2.5,3.2,1.3,6.3,15.2
Marc Iavaroni,30,5,0,47,3.1,7.7,0.4,0.0,0.0,,3.1,7.7,0.4,1.5,2.3,0.667,6.1,3.8,10.0,3.1,0.0,2.3,4.6,5.4,7.7
Dell Curry,22,2,0,4,0.0,27.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Kent Benson,32,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
