PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Charles Barkley,23,5,5,210,7.4,12.9,0.573,0.2,1.4,0.125,7.2,11.5,0.627,6.2,7.7,0.8,4.6,6.2,10.8,2.1,0.7,1.4,3.8,3.6,21.1
Maurice Cheeks,30,5,5,210,6.0,11.3,0.53,0.0,0.2,0.0,6.0,11.1,0.5379999999999999,3.1,3.6,0.857,0.2,2.1,2.2,7.5,1.5,0.7,2.1,2.4,15.1
Julius Erving,36,5,5,180,6.8,16.4,0.415,0.4,1.2,0.33299999999999996,6.4,15.2,0.42100000000000004,4.2,5.0,0.84,2.8,2.2,5.0,3.4,1.4,1.2,1.8,3.8,18.2
Roy Hinson,25,5,0,159,7.0,11.8,0.596,0.0,0.0,,7.0,11.8,0.596,5.4,8.6,0.632,1.4,3.8,5.2,0.7,0.9,2.3,0.5,4.1,19.5
Cliff Robinson,26,5,5,138,7.8,15.9,0.49200000000000005,0.0,0.0,,7.8,15.9,0.49200000000000005,3.4,3.9,0.867,2.6,8.6,11.2,1.6,0.8,1.8,2.1,3.9,19.0
Tim McCormick,24,5,5,121,3.6,7.1,0.5,0.0,0.0,,3.6,7.1,0.5,1.2,1.2,1.0,2.1,7.1,9.2,1.8,0.3,0.6,2.1,5.7,8.3
Andrew Toney,29,5,0,104,4.5,11.8,0.382,0.0,1.0,0.0,4.5,10.7,0.419,0.7,0.7,1.0,0.7,2.4,3.1,9.3,0.7,0.7,5.5,5.5,9.7
David Wingate,23,5,0,90,6.0,14.8,0.405,0.8,0.8,1.0,5.2,14.0,0.371,3.6,5.6,0.643,2.0,2.8,4.8,3.6,2.0,0.4,3.6,4.4,16.4
Steve Colter,24,2,0,8,4.5,9.0,0.5,0.0,0.0,,4.5,9.0,0.5,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.5,9.0
Danny Vranes,28,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,36.0,36.0,0.0,0.0,0.0,0.0,12.0,0.0
Mark McNamara,27,1,0,2,18.0,18.0,1.0,0.0,0.0,,18.0,18.0,1.0,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0
