PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Charles Oakley,23,3,3,129,5.3,14.0,0.38,0.6,1.1,0.5,4.7,12.8,0.37,5.6,6.7,0.833,4.7,8.1,12.8,1.7,1.1,0.3,2.2,3.6,16.7
Michael Jordan,23,3,3,128,9.8,23.6,0.41700000000000004,0.6,1.4,0.4,9.3,22.2,0.418,9.8,11.0,0.897,2.0,3.9,5.9,5.1,1.7,2.0,2.3,3.1,30.1
Dave Corzine,30,3,3,122,3.0,6.5,0.455,0.0,0.0,,3.0,6.5,0.455,2.1,2.7,0.778,2.1,4.1,6.2,2.1,0.3,0.9,2.1,1.8,8.0
John Paxson,26,3,3,87,4.6,9.1,0.5,1.2,2.9,0.429,3.3,6.2,0.5329999999999999,0.4,0.4,1.0,0.0,1.2,1.2,4.6,0.8,0.0,2.1,3.7,10.8
Gene Banks,27,3,3,79,5.9,10.0,0.591,0.0,0.0,,5.9,10.0,0.591,2.3,3.6,0.625,1.4,2.3,3.6,0.9,0.0,0.0,0.9,5.9,14.1
Sedale Threatt,25,3,0,70,4.1,8.7,0.47100000000000003,0.0,0.0,,4.1,8.7,0.47100000000000003,2.1,2.1,1.0,1.0,1.5,2.6,8.2,0.5,0.0,1.0,5.7,10.3
Brad Sellers,24,3,0,68,3.2,10.1,0.316,0.0,0.0,,3.2,10.1,0.316,1.6,1.6,1.0,1.1,2.6,3.7,1.6,0.0,0.5,0.5,4.2,7.9
Elston Turner,27,3,0,25,5.8,7.2,0.8,0.0,0.0,,5.8,7.2,0.8,0.0,0.0,,1.4,1.4,2.9,1.4,2.9,0.0,0.0,4.3,11.5
Granville Waiters,26,2,0,8,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,4.5,4.5,0.0,0.0,4.5,0.0,4.5,0.0
Mike Brown,23,1,0,3,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,0.0,12.0,12.0,0.0
Pete Myers,23,1,0,1,0.0,36.0,0.0,0.0,0.0,,0.0,36.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
