Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1992,14,372,LAL,Los Angeles Lakers,6,Chucky Brown,SF,6-7,214,"February 29, 1968",US,2,NC State
1992,14,457,LAL,Los Angeles Lakers,7,Demetrius Calip,PG,6-1,165,"November 18, 1969",US,R,Michigan
1992,14,463,LAL,Los Angeles Lakers,41,Elden Campbell,C,6-11,215,"July 23, 1968",US,1,Clemson
1992,14,753,LAL,Los Angeles Lakers,12,Vlade Divac,C,7-1,243,"February 3, 1968",RS,2,
1992,14,1098,LAL,Los Angeles Lakers,45,A.C. Green,PF,6-9,220,"October 4, 1963",US,6,Oregon State
1992,14,1150,LAL,Los Angeles Lakers,54,Jack Haley,C,6-10,240,"January 27, 1964",US,3,UCLA
1992,14,2228,LAL,Los Angeles Lakers,25,Keith Owens,SF,6-7,225,"May 31, 1969",US,R,UCLA
1992,14,2287,LAL,Los Angeles Lakers,14,Sam Perkins,PF,6-9,235,"June 14, 1961",US,7,UNC
1992,14,2472,LAL,Los Angeles Lakers,43,Cliff Robinson,PF,6-9,220,"March 13, 1960",US,10,USC
1992,14,2584,LAL,Los Angeles Lakers,4,Byron Scott,SG,6-3,195,"March 28, 1961",US,8,Arizona State
1992,14,2710,LAL,Los Angeles Lakers,34,Tony Smith,PG,6-3,185,"June 14, 1968",US,1,Marquette
1992,14,2726,LAL,Los Angeles Lakers,2,Rory Sparrow,PG,6-2,175,"June 12, 1958",US,11,Villanova
1992,14,2825,LAL,Los Angeles Lakers,20,Terry Teagle,SG,6-5,195,"April 10, 1960",US,9,Baylor
1992,14,2885,LAL,Los Angeles Lakers,3,Sedale Threatt,PG,6-2,175,"September 10, 1961",US,8,West Virginia Tech
1992,14,3238,LAL,Los Angeles Lakers,42,James Worthy,SF,6-9,225,"February 27, 1961",US,9,UNC
