Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1997,29,84,UTA,Utah Jazz,23.0,NBA,SG,65.0,1066.0,10.4,0.53,0.15,0.31,6.5,14.0,10.5,7.1,1.4,0.6,16.8,18.9,0.1,1.2,1.2,0.06,-2.3,-1.4,-3.6,-0.4
1998,29,84,UTA,Utah Jazz,24.0,NBA,SG,82.0,1602.0,15.7,0.59,0.06,0.37,7.1,10.3,8.8,9.4,2.2,0.8,13.5,19.5,2.9,1.4,4.2,0.13,0.8,-0.1,0.7,1.1
1999,29,84,UTA,Utah Jazz,25.0,NBA,SG,50.0,1072.0,12.8,0.51,0.11,0.34,6.0,8.8,7.5,9.7,2.0,0.7,13.6,21.6,0.7,1.3,2.0,0.09,-1.0,-0.1,-1.2,0.3
2001,11,84,HOU,Houston Rockets,27.0,NBA,SG,82.0,2396.0,11.9,0.53,0.29,0.32,3.6,12.3,8.0,12.5,1.8,1.2,16.3,15.4,1.9,2.0,3.9,0.08,-1.1,0.7,-0.4,0.9
2002,20,84,NYK,New York Knicks,28.0,NBA,SG,82.0,1596.0,8.0,0.49,0.38,0.29,4.1,13.9,9.0,7.7,1.6,0.7,18.8,15.1,-0.9,1.3,0.4,0.01,-3.0,0.3,-2.8,-0.3
2003,20,84,NYK,New York Knicks,29.0,NBA,SF,82.0,1731.0,13.4,0.55,0.26,0.35,4.2,13.2,8.6,8.3,2.2,0.8,15.5,19.6,1.2,1.4,2.7,0.07,-0.6,0.2,-0.3,0.7
2004,20,84,NYK,New York Knicks,30.0,NBA,SG,80.0,1974.0,10.1,0.5,0.23,0.28,3.1,9.7,6.5,10.2,1.8,0.7,15.7,17.7,0.2,1.5,1.7,0.04,-2.4,0.1,-2.4,-0.2
2005,31,84,TOT,Total After Trade,31.0,NBA,"SF,SG",66.0,1171.0,9.0,0.52,0.13,0.3,4.3,14.4,9.5,8.7,1.8,0.9,16.9,11.8,0.5,1.6,2.1,0.08,-3.1,1.5,-1.6,0.1
2005,20,84,NYK,New York Knicks,31.0,NBA,SG,1.0,20.0,-6.5,0.0,0.5,0.0,5.8,0.0,2.9,0.0,0.0,0.0,33.3,6.8,-0.1,0.0,-0.1,-0.17,-9.8,-4.8,-14.6,-0.1
2005,16,84,MIA,Miami Heat,31.0,NBA,SF,65.0,1151.0,9.2,0.52,0.13,0.31,4.2,14.6,9.6,8.8,1.8,0.9,16.7,11.9,0.5,1.6,2.2,0.09,-3.0,1.6,-1.4,0.2
2006,16,84,MIA,Miami Heat,32.0,NBA,SF,48.0,638.0,6.2,0.47,0.15,0.14,3.5,11.1,7.5,6.9,1.4,0.7,15.2,11.4,-0.1,0.7,0.5,0.04,-4.1,0.4,-3.7,-0.3
