Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1986,12,2887,IND,Indiana Pacers,21.0,NBA,PF,81.0,2277.0,14.0,0.54,0.0,0.23,9.2,18.6,13.9,5.4,0.7,1.1,14.5,23.3,0.7,2.6,3.2,0.07,-1.5,-1.3,-2.8,-0.4
1987,12,2887,IND,Indiana Pacers,22.0,NBA,PF,81.0,2159.0,16.3,0.56,0.0,0.41,10.8,13.3,12.0,8.3,1.1,0.7,11.7,23.0,3.2,2.3,5.6,0.12,0.4,-1.0,-0.6,0.7
1988,12,2887,IND,Indiana Pacers,23.0,NBA,PF,79.0,2378.0,16.1,0.56,0.0,0.32,7.8,14.8,11.3,6.6,1.1,0.8,11.3,22.7,3.3,2.5,5.7,0.12,0.1,-0.7,-0.7,0.8
1989,31,2887,TOT,Total After Trade,24.0,NBA,PF,79.0,2434.0,17.5,0.57,0.0,0.4,8.6,18.6,13.7,8.3,1.1,1.2,12.4,23.7,3.9,2.0,5.9,0.12,0.6,-0.7,-0.1,1.2
1989,12,2887,IND,Indiana Pacers,24.0,NBA,PF,48.0,1326.0,17.3,0.57,0.01,0.44,8.8,16.7,13.0,8.9,1.3,1.4,13.7,24.6,2.1,1.1,3.1,0.11,0.5,-0.5,0.0,0.7
1989,26,2887,SAC,Sacramento Kings,24.0,NBA,PF,31.0,1108.0,17.8,0.56,0.0,0.34,8.4,20.8,14.5,7.6,0.9,1.0,10.7,22.5,1.8,1.0,2.8,0.12,0.6,-0.9,-0.3,0.5
1990,26,2887,SAC,Sacramento Kings,25.0,NBA,PF,79.0,2937.0,18.1,0.56,0.0,0.28,7.1,15.7,11.4,6.2,0.9,1.1,9.0,25.1,4.8,2.2,7.0,0.11,1.2,-1.5,-0.3,1.3
1991,26,2887,SAC,Sacramento Kings,26.0,NBA,PF,33.0,1116.0,17.6,0.54,0.0,0.31,7.4,18.6,12.9,10.8,1.0,1.6,11.7,27.4,0.8,1.1,1.8,0.08,1.0,-1.0,0.0,0.6
1992,26,2887,SAC,Sacramento Kings,27.0,NBA,PF,72.0,2521.0,13.9,0.53,0.0,0.19,5.8,14.3,10.0,6.6,1.1,1.8,9.9,20.8,1.6,1.8,3.4,0.06,-1.6,-1.1,-2.8,-0.5
1993,26,2887,SAC,Sacramento Kings,28.0,NBA,PF,76.0,2283.0,15.7,0.54,0.0,0.22,5.9,18.9,12.2,7.7,1.1,1.3,9.1,23.0,2.5,1.9,4.5,0.09,-0.4,-0.9,-1.3,0.4
1994,26,2887,SAC,Sacramento Kings,29.0,NBA,PF,79.0,2557.0,15.8,0.54,0.0,0.24,6.6,17.5,12.0,9.2,0.7,1.3,9.2,22.2,3.8,1.6,5.4,0.1,-0.1,-1.2,-1.4,0.4
1995,24,2887,PHO,Phoenix Suns,30.0,NBA,PF,65.0,1276.0,13.8,0.52,0.0,0.21,7.5,14.8,11.1,5.6,1.1,1.5,9.3,23.4,0.8,0.9,1.7,0.06,-2.6,-1.7,-4.3,-0.7
1996,24,2887,PHO,Phoenix Suns,31.0,NBA,PF,63.0,1152.0,16.4,0.53,0.0,0.26,5.6,15.7,10.8,9.2,0.7,2.3,9.1,26.8,1.2,0.8,2.0,0.08,-1.5,-1.1,-2.6,-0.2
1997,24,2887,PHO,Phoenix Suns,32.0,NBA,PF,53.0,778.0,8.8,0.44,0.0,0.13,5.3,12.7,9.0,4.4,0.5,2.0,8.4,24.8,-1.0,0.4,-0.6,-0.04,-5.9,-2.4,-8.3,-1.2
