PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Michael Redd,26,5,185,28.4,0.652,0.179,0.5479999999999999,10.4,7.6,9.1,7.9,1.2,0.0,8.8,28.8,,1.0,-0.2,0.8,0.204,,8.1,-2.0,6.1,0.4
Andrew Bogut,21,5,172,8.3,0.434,0.0,0.174,6.3,16.4,11.2,14.7,0.9,0.0,13.9,15.6,,-0.1,-0.1,-0.2,-0.051,,-2.4,-1.1,-3.5,-0.1
T.J. Ford,22,5,162,13.9,0.56,0.098,0.235,2.2,13.5,7.7,31.2,1.0,0.0,22.1,20.8,,0.1,-0.1,0.0,-0.001,,-0.3,-1.4,-1.7,0.0
Bobby Simmons,25,5,159,7.1,0.39299999999999996,0.28600000000000003,0.0,3.0,11.3,7.0,9.0,3.1,0.6,12.5,14.1,,-0.2,0.0,-0.2,-0.07,,-2.4,-0.7,-3.2,0.0
Jamaal Magloire,27,5,135,14.7,0.504,0.0,0.395,9.8,27.6,18.4,5.7,0.8,3.9,11.9,17.5,,0.1,0.0,0.1,0.024,,-0.6,-0.4,-0.9,0.0
Charlie Bell,26,5,108,10.9,0.499,0.256,0.163,2.2,1.2,1.7,10.3,1.5,1.6,8.0,21.6,,0.1,-0.1,0.0,-0.017,,-0.1,-1.3,-1.4,0.0
Joe Smith,30,5,106,14.2,0.514,0.0,0.273,6.8,25.4,15.8,4.4,1.0,1.7,2.6,16.7,,0.2,0.0,0.1,0.06,,-0.5,-0.9,-1.4,0.0
Mo Williams,23,5,75,11.3,0.529,0.324,0.0,0.0,5.1,2.5,23.8,0.7,0.0,15.0,24.9,,0.0,-0.1,-0.1,-0.057,,-2.7,-3.7,-6.3,-0.1
Toni Kukoč,37,3,53,17.4,0.7390000000000001,0.5710000000000001,0.14300000000000002,0.0,12.1,5.9,26.7,1.0,0.0,16.8,15.7,,0.2,0.0,0.1,0.11800000000000001,,4.4,-0.2,4.2,0.1
Dan Gadzuric,27,4,16,51.7,0.86,0.0,0.222,15.1,16.0,15.5,0.0,0.0,5.5,0.0,28.8,,0.1,0.0,0.1,0.40299999999999997,,17.6,3.0,20.5,0.1
Jermaine Jackson,26,4,15,25.6,0.608,0.0,1.0,0.0,25.7,12.4,20.4,3.6,0.0,0.0,17.9,,0.1,0.0,0.1,0.228,,3.6,3.9,7.4,0.0
Ervin Johnson,38,3,11,9.0,0.532,0.0,2.0,0.0,46.7,22.6,0.0,4.9,0.0,34.7,12.2,,0.0,0.0,0.0,-0.015,,-5.1,0.6,-4.5,0.0
Jermaine Jackson,29,2,4,-7.8,0.0,0.0,0.0,0.0,0.0,0.0,63.5,0.0,0.0,0.0,23.3,,0.0,0.0,0.0,-0.409,,-8.6,-1.3,-9.9,0.0
