PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Tayshaun Prince,25,18,745,17.0,0.56,0.19899999999999998,0.32899999999999996,6.8,10.1,8.4,13.8,0.9,1.6,10.5,19.3,,1.4,0.9,2.3,0.14800000000000002,,3.3,0.8,4.1,1.2
Chauncey Billups,29,18,705,19.1,0.5770000000000001,0.41,0.507,1.2,9.7,5.3,30.9,1.8,0.2,13.3,22.3,,1.8,0.9,2.7,0.184,,3.6,0.8,4.4,1.1
Richard Hamilton,27,18,690,15.0,0.509,0.129,0.368,2.7,6.6,4.6,14.4,1.4,0.6,9.8,28.1,,0.5,0.8,1.3,0.09,,0.8,-0.5,0.3,0.4
Ben Wallace,31,18,642,12.4,0.42,0.013999999999999999,0.93,11.0,25.5,18.0,7.8,2.1,2.8,13.0,8.7,,0.2,1.4,1.5,0.114,,-0.3,2.2,1.9,0.6
Rasheed Wallace,31,18,628,13.1,0.512,0.354,0.247,3.2,19.6,11.1,9.9,0.9,1.9,9.2,21.1,,0.2,1.0,1.2,0.09300000000000001,,0.1,0.6,0.7,0.4
Antonio McDyess,31,18,370,17.9,0.569,0.01,0.41200000000000003,12.4,24.0,18.0,5.8,1.2,2.8,10.4,17.7,,0.6,0.7,1.3,0.174,,-0.2,1.2,1.0,0.3
Lindsey Hunter,35,18,217,11.2,0.461,0.564,0.128,4.4,6.4,5.4,24.3,3.9,0.4,14.5,21.6,,0.0,0.4,0.3,0.077,,-2.5,2.9,0.4,0.1
Tony Delk,32,16,138,11.4,0.467,0.319,0.213,3.4,12.9,8.0,10.9,2.5,0.0,7.2,19.5,,0.0,0.2,0.2,0.079,,-2.7,0.6,-2.1,0.0
Maurice Evans,27,16,101,22.6,0.715,0.36700000000000005,0.5329999999999999,7.0,10.1,8.5,5.8,0.6,0.8,5.1,18.8,,0.5,0.1,0.6,0.28300000000000003,,5.6,0.7,6.3,0.2
Dale Davis,36,8,36,-11.0,0.129,0.0,0.667,3.3,28.2,15.3,4.2,0.0,0.0,27.9,14.5,,-0.2,0.1,-0.2,-0.203,,-16.2,-1.4,-17.7,-0.1
Carlos Delfino,23,8,32,-6.6,0.363,0.33299999999999996,0.33299999999999996,0.0,15.9,7.6,9.8,1.8,0.0,46.6,19.6,,-0.2,0.0,-0.2,-0.23399999999999999,,-12.0,-1.7,-13.6,-0.1
Kelvin Cato,31,4,15,23.7,0.6,0.0,0.0,23.6,33.9,28.6,0.0,0.0,0.0,0.0,16.2,,0.1,0.0,0.1,0.263,,2.3,-4.0,-1.8,0.0
