Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2015,24.0,TOT,NBA,PF,24.0,164.0,14.9,0.603,0.128,0.213,13.3,18.0,15.7,4.0,1.6,2.4,21.4,18.3,,0.1,0.3,0.4,0.119,,-1.9,0.6,-1.3,0.0
2015,24.0,SAS,NBA,PF,4.0,25.0,9.9,0.571,0.286,0.0,13.9,13.4,13.6,0.0,0.0,6.0,22.2,16.4,,0.0,0.0,0.0,0.071,,-5.3,1.1,-4.2,0.0
2015,24.0,MEM,NBA,PF,20.0,139.0,15.8,0.608,0.1,0.25,13.2,18.8,16.0,4.7,1.9,1.8,21.3,18.6,,0.1,0.2,0.4,0.127,,-1.2,0.5,-0.7,0.0
2016,25.0,MEM,NBA,PF,78.0,1446.0,14.6,0.52,0.091,0.277,10.5,19.3,14.7,7.7,1.6,2.1,13.0,19.8,,1.2,1.4,2.6,0.086,,-1.5,-1.0,-2.5,-0.2
2017,26.0,MEM,NBA,PF,77.0,2101.0,13.5,0.601,0.29,0.334,8.8,21.1,14.8,6.3,1.2,1.5,14.1,14.4,,3.2,2.6,5.8,0.132,,-0.9,0.2,-0.8,0.6
2018,27.0,MEM,NBA,PF,55.0,1542.0,14.0,0.53,0.26,0.227,10.8,24.4,17.4,8.3,1.0,1.5,12.4,17.8,,1.3,1.3,2.6,0.079,,-0.8,-1.5,-2.3,-0.1
2019,28.0,TOT,NBA,PF,65.0,1371.0,14.7,0.587,0.37,0.212,8.3,24.3,16.4,5.8,1.6,2.3,14.3,19.4,,0.9,1.9,2.9,0.101,,-1.3,-0.4,-1.7,0.1
2019,28.0,MEM,NBA,PF,41.0,900.0,14.9,0.58,0.308,0.256,8.8,22.8,15.7,6.5,1.8,2.7,15.6,20.4,,0.4,1.4,1.8,0.094,,-1.8,0.0,-1.8,0.1
2019,28.0,LAC,NBA,PF,24.0,471.0,14.3,0.6,0.488,0.128,7.4,27.3,17.7,4.3,1.2,1.3,11.7,17.6,,0.5,0.6,1.1,0.113,,-0.3,-1.2,-1.5,0.1
2020,29.0,LAC,NBA,PF,63.0,1307.0,11.1,0.576,0.676,0.136,6.3,24.1,15.4,5.0,1.0,1.6,12.6,13.7,,1.1,2.0,3.1,0.115,,-1.2,0.7,-0.5,0.5
2021,30.0,DEN,NBA,PF,7.0,144.0,17.3,0.675,0.593,0.222,9.2,27.4,18.5,9.1,1.4,0.0,20.2,22.4,,0.2,0.1,0.3,0.101,,1.7,-2.9,-1.2,0.0
