Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,25.0,TOT,NBA,C,73.0,1891.0,13.1,0.513,0.008,0.228,7.3,18.3,12.9,12.2,1.8,2.7,18.8,17.4,,0.4,2.7,3.2,0.08,,-1.6,1.4,-0.3,0.8
1980,25.0,MIL,NBA,C,56.0,1389.0,13.3,0.519,0.002,0.225,7.7,18.0,13.0,11.8,1.8,2.9,18.3,16.6,,0.6,2.3,2.9,0.1,,-1.4,1.8,0.5,0.9
1980,25.0,DET,NBA,C,17.0,502.0,12.4,0.499,0.021,0.235,6.2,19.0,12.6,13.6,1.7,1.9,19.8,19.7,,-0.2,0.4,0.3,0.026,,-2.3,0.1,-2.2,0.0
1981,26.0,DET,NBA,C,59.0,1956.0,15.1,0.524,0.005,0.33,7.0,17.4,11.9,13.9,1.7,2.0,17.7,22.2,,0.6,2.5,3.1,0.075,,-0.3,0.4,0.1,1.0
1982,27.0,DET,NBA,C,75.0,2467.0,14.4,0.539,0.014,0.197,9.4,19.9,14.5,8.8,1.2,2.2,15.5,16.3,,2.2,3.0,5.2,0.101,,0.0,0.4,0.4,1.5
1983,28.0,DET,NBA,C,21.0,599.0,13.2,0.51,0.005,0.275,9.0,18.1,13.5,10.6,1.1,1.5,14.6,15.4,,0.6,0.6,1.1,0.092,,-0.5,-0.1,-0.6,0.2
1984,29.0,DET,NBA,C,82.0,1734.0,14.0,0.584,0.002,0.224,6.9,18.6,12.6,9.2,1.9,1.7,13.8,12.8,,2.5,2.2,4.7,0.131,,-0.1,1.6,1.5,1.5
1985,30.0,DET,NBA,C,72.0,1401.0,12.6,0.545,0.008,0.237,7.4,17.2,12.1,8.0,1.7,1.7,13.4,13.9,,1.5,1.9,3.3,0.113,,-1.3,1.6,0.2,0.8
1986,31.0,DET,NBA,C,72.0,1344.0,13.8,0.519,0.005,0.2,9.1,20.9,14.8,7.4,2.0,2.1,11.4,14.8,,1.4,1.9,3.2,0.116,,-1.0,1.1,0.2,0.7
1987,32.0,UTA,NBA,C,73.0,895.0,11.7,0.482,0.022,0.184,9.2,17.7,13.4,6.0,2.0,1.8,11.6,17.1,,0.1,1.6,1.7,0.089,,-3.0,1.2,-1.8,0.0
1988,33.0,CLE,NBA,C,2.0,12.0,11.8,0.868,0.0,1.0,0.0,9.6,4.9,0.0,4.1,4.9,41.0,17.4,,0.0,0.0,0.0,0.015,,-6.3,2.4,-3.9,0.0
