Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1993,26,SAC,Sacramento Kings,Mitch Richmond,27,45,45,38.4,8.2,17.4,0.47,1.1,2.9,0.37,7.2,14.5,0.5,0.5,4.4,5.2,0.84,0.4,3.0,3.4,4.9,1.2,0.2,2.9,3.0,21.9
1993,26,SAC,Sacramento Kings,Lionel Simmons,24,69,68,36.3,6.8,15.3,0.44,0.0,0.2,0.09,6.8,15.1,0.45,0.44,4.3,5.3,0.82,2.3,4.9,7.2,4.5,1.4,0.6,2.8,2.9,17.9
1993,26,SAC,Sacramento Kings,Spud Webb,29,69,68,33.8,5.0,11.4,0.43,0.5,2.0,0.27,4.4,9.5,0.47,0.46,4.0,4.8,0.85,0.6,2.2,2.8,7.0,1.5,0.1,2.8,2.6,14.5
1993,26,SAC,Sacramento Kings,Wayman Tisdale,28,76,75,30.0,7.2,14.1,0.51,0.0,0.0,0.0,7.2,14.0,0.51,0.51,2.3,3.0,0.76,1.7,4.9,6.6,1.4,0.7,0.6,1.5,3.6,16.6
1993,26,SAC,Sacramento Kings,Walt Williams,22,59,26,28.4,6.1,13.9,0.44,1.0,3.2,0.32,5.0,10.7,0.47,0.47,3.8,5.1,0.74,1.9,2.5,4.5,3.0,1.1,0.5,3.0,3.5,17.0
1993,26,SAC,Sacramento Kings,Anthony Bonner,24,70,35,25.2,3.3,7.1,0.46,0.0,0.1,0.0,3.3,7.0,0.47,0.46,2.0,3.4,0.59,2.7,3.8,6.5,1.4,1.2,0.2,1.5,2.6,8.6
1993,26,SAC,Sacramento Kings,Randy Brown,24,75,34,23.0,3.0,6.5,0.46,0.0,0.1,0.33,3.0,6.4,0.46,0.46,1.5,2.1,0.73,1.0,1.8,2.8,2.6,1.4,0.5,1.6,2.7,7.6
1993,26,SAC,Sacramento Kings,Duane Causwell,24,55,45,22.0,3.2,5.8,0.55,0.0,0.0,0.0,3.2,5.8,0.55,0.55,1.9,3.0,0.62,2.0,3.5,5.5,0.6,0.6,1.6,1.1,3.5,8.2
1993,26,SAC,Sacramento Kings,Rod Higgins,33,69,4,20.7,2.9,7.0,0.41,0.6,1.9,0.32,2.3,5.1,0.45,0.46,1.9,2.2,0.86,1.0,1.8,2.8,1.7,0.7,0.4,0.9,2.0,8.3
1993,26,SAC,Sacramento Kings,Pete Chilcutt,24,59,9,14.1,2.8,5.8,0.48,0.0,0.0,,2.8,5.8,0.48,0.48,0.5,0.8,0.7,1.4,1.9,3.3,1.1,0.4,0.4,0.9,1.7,6.1
1993,26,SAC,Sacramento Kings,Jim Les,29,73,0,12.1,1.5,3.5,0.42,0.9,2.1,0.43,0.6,1.4,0.42,0.55,0.6,0.7,0.84,0.3,0.9,1.2,2.3,0.5,0.1,0.7,1.1,4.5
1993,26,SAC,Sacramento Kings,Kurt Rambis,34,67,1,11.7,0.9,1.8,0.52,0.0,0.0,0.0,0.9,1.8,0.52,0.52,0.6,0.9,0.67,1.1,2.2,3.3,0.8,0.6,0.3,0.5,1.8,2.5
1993,26,SAC,Sacramento Kings,Marty Conlon,25,46,0,10.2,1.8,3.7,0.47,0.0,0.1,0.0,1.8,3.6,0.48,0.47,1.2,1.8,0.7,1.0,1.6,2.7,0.8,0.3,0.1,0.6,0.9,4.8
1993,26,SAC,Sacramento Kings,Henry James,27,8,0,9.9,2.5,5.6,0.44,0.4,1.3,0.3,2.1,4.4,0.49,0.48,2.1,2.5,0.85,0.8,0.5,1.3,0.1,0.4,0.0,0.9,1.1,7.5
1993,26,SAC,Sacramento Kings,Vincent Askew,26,9,0,8.4,0.9,1.9,0.47,0.0,0.0,,0.9,1.9,0.47,0.47,1.2,1.7,0.73,0.8,0.4,1.2,0.6,0.2,0.1,0.9,1.2,3.0
1993,26,SAC,Sacramento Kings,Stan Kimbrough,26,3,0,5.0,0.7,2.0,0.33,0.3,0.7,0.5,0.3,1.3,0.25,0.42,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,1.7
