Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,7.0,849,DAL,Dallas Mavericks,Dale Ellis,"August 6, 1960",23.0,NBA,SF,67.0,2.0,1059.0,7.6,16.8,0.46,0.4,1.0,0.41,7.2,15.8,0.46,3.0,4.1,0.72,3.6,4.9,8.5,1.9,1.4,0.3,2.7,4.0,18.7
1985,7.0,849,DAL,Dallas Mavericks,Dale Ellis,"August 6, 1960",24.0,NBA,SF,72.0,4.0,1314.0,7.5,16.5,0.45,1.2,3.0,0.38,6.4,13.5,0.47,2.1,2.8,0.74,2.7,3.8,6.5,1.5,1.3,0.2,1.6,3.6,18.3
1986,7.0,849,DAL,Dallas Mavericks,Dale Ellis,"August 6, 1960",25.0,NBA,SF,72.0,1.0,1086.0,6.4,15.6,0.41,2.1,5.7,0.36,4.3,9.8,0.44,2.0,2.7,0.72,2.9,2.7,5.6,1.2,1.3,0.3,1.3,2.6,16.8
1987,21.0,849,SEA,Seattle Supersonics,Dale Ellis,"August 6, 1960",26.0,NBA,SG,82.0,76.0,3073.0,9.2,17.8,0.52,1.0,2.8,0.36,8.2,15.0,0.55,4.5,5.7,0.79,2.2,3.0,5.2,2.8,1.2,0.4,2.8,3.1,23.9
1988,21.0,849,SEA,Seattle Supersonics,Dale Ellis,"August 6, 1960",27.0,NBA,SG,75.0,73.0,2790.0,9.9,19.6,0.5,1.4,3.3,0.41,8.5,16.3,0.52,3.9,5.1,0.77,2.2,2.2,4.4,2.5,1.0,0.1,2.2,2.9,25.0
1989,21.0,849,SEA,Seattle Supersonics,Dale Ellis,"August 6, 1960",28.0,NBA,SG,82.0,82.0,3190.0,9.7,19.3,0.5,1.8,3.8,0.48,7.8,15.5,0.51,4.3,5.2,0.82,1.8,2.1,3.9,1.9,1.2,0.2,2.5,2.2,25.4
1990,21.0,849,SEA,Seattle Supersonics,Dale Ellis,"August 6, 1960",29.0,NBA,SG,55.0,49.0,2033.0,8.9,17.9,0.5,1.7,4.5,0.38,7.2,13.4,0.54,3.4,4.2,0.82,1.6,2.6,4.2,1.9,1.0,0.1,2.1,2.2,22.9
1991,31.0,849,TOT,Total After Trade,Dale Ellis,"August 6, 1960",30.0,NBA,SG,51.0,24.0,1424.0,8.6,18.2,0.47,1.4,4.0,0.36,7.2,14.2,0.5,3.0,4.2,0.72,1.7,2.7,4.4,2.4,1.2,0.2,2.0,2.8,21.7
1991,21.0,849,SEA,Seattle Supersonics,Dale Ellis,"August 6, 1960",30.0,NBA,SG,30.0,24.0,800.0,8.1,17.6,0.46,1.2,4.0,0.3,6.9,13.6,0.51,2.8,3.8,0.74,1.3,2.9,4.1,2.9,1.5,0.1,2.2,2.7,20.3
1991,17.0,849,MIL,Milwaukee Bucks,Dale Ellis,"August 6, 1960",30.0,NBA,SG,21.0,0.0,624.0,9.2,18.9,0.49,1.7,3.9,0.44,7.4,14.9,0.5,3.3,4.7,0.71,2.2,2.5,4.7,1.8,0.9,0.3,1.8,3.1,23.4
1992,17.0,849,MIL,Milwaukee Bucks,Dale Ellis,"August 6, 1960",31.0,NBA,SF,81.0,11.0,2191.0,8.0,17.0,0.47,2.3,5.4,0.42,5.7,11.6,0.49,2.7,3.5,0.77,1.5,2.6,4.2,1.7,0.9,0.3,2.0,2.5,20.9
1993,27.0,849,SAS,San Antonio Spurs,Dale Ellis,"August 6, 1960",32.0,NBA,SG,82.0,76.0,2731.0,7.2,14.4,0.5,1.6,3.9,0.4,5.6,10.5,0.54,2.1,2.6,0.8,1.1,3.0,4.1,1.4,1.0,0.2,1.5,2.4,18.0
1994,27.0,849,SAS,San Antonio Spurs,Dale Ellis,"August 6, 1960",33.0,NBA,SF,77.0,75.0,2590.0,6.6,13.4,0.49,1.8,4.6,0.4,4.8,8.8,0.55,1.2,1.5,0.78,1.0,2.6,3.5,1.1,0.9,0.2,1.0,2.0,16.3
1995,8.0,849,DEN,Denver Nuggets,Dale Ellis,"August 6, 1960",34.0,NBA,SF,81.0,3.0,1996.0,6.3,14.0,0.45,1.9,4.7,0.4,4.4,9.2,0.48,2.0,2.3,0.87,1.0,3.0,4.0,1.0,0.7,0.2,1.5,2.6,16.6
1996,8.0,849,DEN,Denver Nuggets,Dale Ellis,"August 6, 1960",35.0,NBA,SF,81.0,52.0,2626.0,6.3,13.1,0.48,2.1,5.0,0.41,4.2,8.2,0.52,1.9,2.5,0.76,1.2,3.1,4.3,1.9,0.8,0.1,1.3,2.6,16.5
1997,8.0,849,DEN,Denver Nuggets,Dale Ellis,"August 6, 1960",36.0,NBA,SF,82.0,51.0,2940.0,5.8,14.1,0.41,2.4,6.5,0.36,3.5,7.6,0.46,2.6,3.2,0.82,1.2,2.4,3.6,2.0,0.7,0.1,1.8,2.2,16.7
1998,21.0,849,SEA,Seattle Supersonics,Dale Ellis,"August 6, 1960",37.0,NBA,SF,79.0,0.0,1939.0,6.5,13.0,0.5,2.4,5.1,0.46,4.1,7.9,0.52,2.1,2.6,0.78,0.9,2.5,3.4,1.7,1.1,0.1,1.4,2.4,17.3
1999,21.0,849,SEA,Seattle Supersonics,Dale Ellis,"August 6, 1960",38.0,NBA,SF,48.0,5.0,1232.0,5.1,11.5,0.44,2.7,6.3,0.43,2.3,5.2,0.45,1.5,2.0,0.76,0.7,2.6,3.4,1.1,0.7,0.1,1.3,2.3,14.5
