PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Garnett,23,4,4,42.8,7.5,19.5,0.385,0.5,0.8,0.667,7.0,18.8,0.373,0.397,3.3,4.0,0.813,3.3,7.5,10.8,8.8,1.3,0.8,2.8,3.0,18.8
Terrell Brandon,29,4,4,40.5,8.0,15.8,0.508,1.0,2.8,0.364,7.0,13.0,0.5379999999999999,0.54,2.5,2.8,0.909,1.0,4.8,5.8,8.5,0.8,0.0,2.0,2.8,19.5
Rasho Nesterović,23,4,4,31.5,2.8,6.3,0.44,0.0,0.0,,2.8,6.3,0.44,0.44,0.8,1.5,0.5,1.3,2.0,3.3,1.5,0.8,1.8,1.0,5.0,6.3
Malik Sealy,29,4,4,30.5,4.8,10.3,0.46299999999999997,0.3,0.8,0.33299999999999996,4.5,9.5,0.474,0.47600000000000003,2.8,4.0,0.688,1.3,3.3,4.5,1.3,0.5,0.0,2.0,2.5,12.5
Wally Szczerbiak,22,4,4,23.5,3.0,7.5,0.4,0.0,0.8,0.0,3.0,6.8,0.444,0.4,0.0,0.0,,0.5,1.5,2.0,0.5,0.8,0.3,0.3,1.8,6.0
Anthony Peeler,30,4,0,22.5,2.8,6.0,0.45799999999999996,0.5,2.5,0.2,2.3,3.5,0.643,0.5,1.5,2.0,0.75,0.5,1.8,2.3,1.3,0.8,0.3,0.3,2.3,7.5
Joe Smith,24,4,0,19.8,2.0,4.3,0.47100000000000003,0.0,0.3,0.0,2.0,4.0,0.5,0.47100000000000003,0.5,0.5,1.0,1.8,1.3,3.0,0.3,0.8,0.3,1.0,3.8,4.5
Sam Mitchell,36,4,0,17.0,2.3,4.5,0.5,0.5,1.3,0.4,1.8,3.3,0.5379999999999999,0.556,0.8,0.8,1.0,0.5,1.3,1.8,0.5,0.0,0.3,1.0,1.3,5.8
Bobby Jackson,26,3,0,10.0,1.3,2.7,0.5,0.3,1.0,0.33299999999999996,1.0,1.7,0.6,0.563,2.0,2.0,1.0,0.0,1.7,1.7,1.3,0.7,0.3,0.7,1.3,5.0
Dean Garrett,33,3,0,5.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0.7,1.0
Tom Hammonds,32,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
