PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Vince Carter,23,3,3,39.7,5.0,16.7,0.3,0.3,3.3,0.1,4.7,13.3,0.35,0.31,9.0,10.3,0.871,3.0,3.0,6.0,6.3,1.0,1.3,2.7,4.0,19.3
Tracy McGrady,20,3,3,37.0,5.7,14.7,0.386,0.7,2.3,0.28600000000000003,5.0,12.3,0.405,0.409,4.7,5.3,0.875,3.3,3.7,7.0,3.0,1.0,1.0,3.3,3.3,16.7
Charles Oakley,36,3,3,36.7,4.7,9.7,0.483,0.7,2.3,0.28600000000000003,4.0,7.3,0.545,0.517,0.0,0.3,0.0,0.7,7.0,7.7,3.7,2.0,0.3,1.7,4.7,10.0
Antonio Davis,31,3,3,35.0,4.7,8.0,0.583,0.0,0.0,,4.7,8.0,0.583,0.583,3.7,4.7,0.7859999999999999,2.3,6.0,8.3,1.0,0.3,1.3,1.3,3.0,13.0
Muggsy Bogues,35,3,2,29.0,2.0,7.0,0.28600000000000003,1.0,3.0,0.33299999999999996,1.0,4.0,0.25,0.35700000000000004,0.3,1.0,0.33299999999999996,1.0,1.0,2.0,1.7,1.3,0.0,1.3,1.3,5.3
Kevin Willis,37,3,0,25.3,4.0,11.0,0.364,0.0,0.0,,4.0,11.0,0.364,0.364,5.0,6.7,0.75,2.0,6.7,8.7,0.3,0.7,0.0,0.7,3.7,13.0
Doug Christie,29,3,1,20.3,1.0,4.3,0.231,1.0,2.7,0.375,0.0,1.7,0.0,0.34600000000000003,1.0,2.0,0.5,0.3,1.3,1.7,2.0,1.3,0.3,1.3,3.3,4.0
Dell Curry,35,3,0,10.0,0.7,1.3,0.5,0.7,1.0,0.667,0.0,0.3,0.0,0.75,0.3,0.7,0.5,0.3,0.3,0.7,0.3,0.7,0.0,0.7,1.3,2.3
Dee Brown,31,3,0,6.3,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.7,0.7,0.7,0.7,0.0,0.3,1.3,0.0
John Thomas,24,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alvin Williams,25,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
