PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gary Payton,31,5,5,44.2,10.0,22.6,0.442,1.8,4.6,0.391,8.2,18.0,0.456,0.48200000000000004,4.0,5.2,0.769,1.6,6.0,7.6,7.4,1.8,0.2,3.6,3.2,25.8
Horace Grant,34,5,5,37.0,2.2,5.4,0.40700000000000003,0.0,0.0,,2.2,5.4,0.40700000000000003,0.40700000000000003,0.4,0.8,0.5,1.6,4.6,6.2,2.0,1.6,1.0,0.2,2.4,4.8
Vin Baker,28,5,4,35.4,6.0,15.0,0.4,0.0,0.2,0.0,6.0,14.8,0.405,0.4,2.0,3.4,0.588,3.2,4.4,7.6,2.0,1.0,0.4,3.2,3.8,14.0
Rashard Lewis,20,5,5,31.4,5.2,11.8,0.441,1.8,3.8,0.474,3.4,8.0,0.425,0.517,3.2,4.0,0.8,2.4,3.8,6.2,0.6,1.0,0.6,2.0,2.2,15.4
Brent Barry,28,5,3,31.0,2.4,6.6,0.364,1.6,4.0,0.4,0.8,2.6,0.308,0.485,2.0,2.8,0.7140000000000001,0.6,2.0,2.6,3.0,0.6,0.6,1.4,4.0,8.4
Shammond Williams,24,5,2,19.8,3.6,6.6,0.545,1.4,2.2,0.636,2.2,4.4,0.5,0.652,1.6,2.2,0.727,0.4,1.8,2.2,3.6,1.6,0.0,1.2,0.6,10.2
Ruben Patterson,24,5,0,16.8,2.8,5.2,0.5379999999999999,0.0,0.4,0.0,2.8,4.8,0.583,0.5379999999999999,2.6,3.0,0.867,1.8,1.2,3.0,0.4,0.6,0.4,1.6,1.2,8.2
Greg Foster,31,5,0,13.6,1.4,3.8,0.368,0.4,1.0,0.4,1.0,2.8,0.35700000000000004,0.42100000000000004,0.4,0.4,1.0,0.2,2.0,2.2,0.2,0.0,0.2,0.6,2.8,3.6
Lazaro Borrell,27,2,1,13.0,2.0,3.5,0.5710000000000001,0.0,0.0,,2.0,3.5,0.5710000000000001,0.5710000000000001,1.0,2.0,0.5,1.5,4.0,5.5,0.5,0.0,0.0,0.5,1.0,5.0
Jelani McCoy,22,3,0,8.7,0.7,1.7,0.4,0.0,0.0,,0.7,1.7,0.4,0.4,0.0,1.0,0.0,0.0,2.0,2.0,0.7,0.0,0.0,0.7,2.0,1.3
Chuck Person,35,2,0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
