Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2007,28,164,TOR,Toronto Raptors,Andrea Bargnani,1985-10-26,21.0,NBA,PF,65.0,2.0,1629.0,8.5,19.9,0.43,3.2,8.5,0.37,5.3,11.4,0.47,3.7,4.5,0.82,1.7,6.5,8.1,1.6,1.0,1.7,3.4,5.7,23.9,99.0,106.0
2008,28,164,TOR,Toronto Raptors,Andrea Bargnani,1985-10-26,22.0,NBA,PF,78.0,53.0,1861.0,8.0,20.7,0.39,2.6,7.5,0.34,5.4,13.3,0.41,4.1,4.8,0.84,1.4,6.8,8.2,2.5,0.7,1.1,2.5,6.0,22.6,98.0,109.0
2009,28,164,TOR,Toronto Raptors,Andrea Bargnani,1985-10-26,23.0,NBA,PF,78.0,59.0,2453.0,9.2,20.4,0.45,2.5,6.2,0.41,6.6,14.2,0.47,4.7,5.7,0.83,1.5,7.4,8.8,2.0,0.7,2.1,2.9,5.1,25.6,105.0,110.0
2010,28,164,TOR,Toronto Raptors,Andrea Bargnani,1985-10-26,24.0,NBA,PF,80.0,80.0,2799.0,9.9,21.1,0.47,2.2,6.0,0.37,7.7,15.1,0.51,3.3,4.3,0.77,1.9,7.2,9.1,1.7,0.5,2.0,2.2,4.0,25.4,108.0,113.0
2011,28,164,TOR,Toronto Raptors,Andrea Bargnani,1985-10-26,25.0,NBA,C,66.0,66.0,2353.0,11.5,25.8,0.45,1.7,4.9,0.34,9.8,20.9,0.47,6.3,7.7,0.82,1.6,5.9,7.5,2.6,0.7,1.0,3.3,3.5,31.1,105.0,115.0
2012,28,164,TOR,Toronto Raptors,Andrea Bargnani,1985-10-26,26.0,NBA,C,31.0,31.0,1032.0,10.9,25.2,0.43,1.8,6.0,0.3,9.1,19.2,0.47,7.9,9.0,0.87,1.3,7.7,9.0,3.2,0.9,0.8,3.6,2.7,31.4,104.0,106.0
2013,28,164,TOR,Toronto Raptors,Andrea Bargnani,1985-10-26,27.0,NBA,PF,35.0,25.0,1003.0,9.0,22.6,0.4,2.0,6.5,0.31,7.0,16.0,0.44,3.4,4.1,0.84,1.4,5.4,6.8,2.0,1.1,1.2,2.9,3.4,23.5,94.0,109.0
2014,20,164,NYK,New York Knicks,Andrea Bargnani,1985-10-26,28.0,NBA,C,42.0,39.0,1257.0,9.4,21.2,0.44,1.3,4.6,0.28,8.1,16.7,0.49,3.6,4.3,0.82,2.9,6.5,9.4,1.9,0.6,2.2,2.5,4.2,23.6,103.0,110.0
2015,20,164,NYK,New York Knicks,Andrea Bargnani,1985-10-26,29.0,NBA,C,29.0,22.0,785.0,11.0,24.2,0.45,1.0,2.7,0.37,10.0,21.5,0.47,5.8,7.2,0.81,2.1,6.4,8.5,3.1,0.1,1.8,2.8,3.6,28.8,104.0,113.0
2016,3,164,BRK,Brooklyn Nets,Andrea Bargnani,1985-10-26,30.0,NBA,C,46.0,0.0,634.0,10.1,22.2,0.46,0.2,1.3,0.19,9.9,20.9,0.47,3.7,4.5,0.82,2.2,5.5,7.7,1.4,0.3,0.7,2.1,4.8,24.2,100.0,115.0
