Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2020,11,HOU,Houston Rockets,33,Ryan Anderson,C,6-9,240,1988-05-06,US,11,California
2020,11,HOU,Houston Rockets,5,Bruno Caboclo,C,6-9,218,1995-09-21,BR,5,
2020,11,HOU,Houston Rockets,15,Clint Capela,C,6-10,240,1994-05-18,CH,5,
2020,11,HOU,Houston Rockets,9,DeMarre Carroll,C,6-6,215,1986-07-27,US,10,"Vanderbilt, Missouri"
2020,11,HOU,Houston Rockets,19,Tyson Chandler,C,7-0,235,1982-10-02,US,18,
2020,11,HOU,Houston Rockets,6,Gary Clark,PF,6-6,225,1994-11-16,US,1,Cincinnati
2020,11,HOU,Houston Rockets,3,Chris Clemons,SG,5-9,180,1997-07-23,US,R,Campbell
2020,11,HOU,Houston Rockets,33,Robert Covington,C,6-7,209,1990-12-14,US,6,Tennessee State
2020,11,HOU,Houston Rockets,21,Michael Frazier,SG,6-3,200,1994-03-08,US,R,Florida
2020,11,HOU,Houston Rockets,10,Eric Gordon,SF,6-3,215,1988-12-25,US,11,Indiana
2020,11,HOU,Houston Rockets,32,Jeff Green,C,6-8,235,1986-08-28,US,11,Georgetown
2020,11,HOU,Houston Rockets,13,James Harden,SG,6-5,220,1989-08-26,US,10,Arizona State
2020,11,HOU,Houston Rockets,55,Isaiah Hartenstein,C,7-0,249,1998-05-05,US,1,
2020,11,HOU,Houston Rockets,4,Danuel House,SF,6-6,220,1993-06-07,US,3,Texas A&M
2020,11,HOU,Houston Rockets,52,William Howard,PF,6-8,207,1993-10-25,FR,R,
2020,11,HOU,Houston Rockets,12,Luc Mbah a Moute,PF,6-8,230,1986-09-09,CM,11,UCLA
2020,11,HOU,Houston Rockets,16,Ben McLemore,SF,6-3,195,1993-02-11,US,6,Kansas
2020,11,HOU,Houston Rockets,25,Austin Rivers,SG,6-3,200,1992-08-01,US,7,Duke
2020,11,HOU,Houston Rockets,18,Thabo Sefolosha,PF,6-6,215,1984-05-02,CH,13,
2020,11,HOU,Houston Rockets,17,P.J. Tucker,PF,6-5,245,1985-05-05,US,8,Texas
2020,11,HOU,Houston Rockets,0,Russell Westbrook,PG,6-3,200,1988-11-12,US,11,UCLA
