SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2006,18,MIN,Kevin Garnett,29.0,76.0,2957.0,0.53,0.53,0.27,0.53,0.81,0.59,0.41,0.02,116.0,111.0,74.0,108.0,109.0,110.0,123.0,12.0,92.9,149.7
2006,18,MIN,Wally Szczerbiak,28.0,40.0,1555.0,0.5,0.52,0.41,0.54,0.9,0.6,0.31,0.24,109.0,110.0,113.0,111.0,120.0,112.0,93.0,120.0,63.8,87.2
2006,18,MIN,Trenton Hassell,26.0,77.0,2514.0,0.46,0.47,0.3,0.47,0.74,0.51,0.29,0.04,102.0,98.0,85.0,96.0,100.0,96.0,86.0,18.0,-24.6,-32.8
2006,18,MIN,Ricky Davis,26.0,36.0,1460.0,0.43,0.46,0.28,0.46,0.81,0.51,0.3,0.2,94.0,97.0,79.0,93.0,108.0,95.0,91.0,97.0,-40.1,-33.7
2006,18,MIN,Rashad McCants,21.0,79.0,1362.0,0.45,0.49,0.37,0.51,0.74,0.54,0.2,0.34,99.0,103.0,104.0,105.0,99.0,101.0,60.0,166.0,24.7,4.0
2006,18,MIN,Marko Jaric,27.0,75.0,2102.0,0.4,0.43,0.3,0.44,0.69,0.47,0.24,0.24,88.0,90.0,84.0,89.0,92.0,87.0,73.0,116.0,-62.6,-84.3
2006,18,MIN,Marcus Banks,24.0,40.0,1228.0,0.48,0.49,0.36,0.5,0.78,0.55,0.3,0.11,106.0,103.0,101.0,102.0,104.0,102.0,91.0,56.0,7.8,8.2
2006,18,MIN,Mark Blount,30.0,42.0,1157.0,0.51,0.51,,0.51,0.75,0.54,0.27,0.0,111.0,106.0,,103.0,100.0,101.0,81.0,,11.1,5.0
2006,18,MIN,Troy Hudson,29.0,36.0,800.0,0.38,0.38,0.4,0.44,0.92,0.48,0.16,0.3,84.0,78.0,111.0,90.0,124.0,90.0,47.0,150.0,-32.3,-39.2
2006,18,MIN,Eddie Griffin,23.0,70.0,1359.0,0.35,0.4,0.2,0.37,0.6,0.4,0.2,0.22,77.0,83.0,54.0,76.0,80.0,74.0,60.0,110.0,-86.6,-111.2
2006,18,MIN,Justin Reed,24.0,40.0,706.0,0.42,0.43,0.0,0.42,0.78,0.49,0.36,0.0,94.0,89.0,,87.0,104.0,91.0,109.0,2.0,-28.6,-24.4
2006,18,MIN,Michael Olowokandi,30.0,32.0,752.0,0.45,0.45,,0.45,0.49,0.46,0.2,0.0,98.0,93.0,,91.0,65.0,85.0,60.0,,-17.1,-34.3
2006,18,MIN,Anthony Carter,30.0,45.0,589.0,0.39,0.4,0.27,0.4,0.73,0.46,0.4,0.11,85.0,84.0,74.0,82.0,98.0,87.0,121.0,54.0,-24.3,-22.7
2006,18,MIN,Ronald Dupree,25.0,36.0,265.0,0.52,0.53,0.0,0.52,0.34,0.49,0.65,0.02,115.0,111.0,,107.0,46.0,92.0,195.0,8.0,4.3,-6.8
2006,18,MIN,Mark Madsen,30.0,62.0,676.0,0.41,0.46,0.0,0.41,0.42,0.43,0.71,0.11,90.0,96.0,,83.0,57.0,80.0,214.0,52.0,-10.7,-18.9
2006,18,MIN,Richie Frahm,28.0,25.0,225.0,0.37,0.53,0.31,0.48,0.6,0.49,0.08,0.74,81.0,111.0,87.0,99.0,81.0,92.0,23.0,365.0,-0.7,-6.0
2006,18,MIN,Bracey Wright,21.0,7.0,135.0,0.41,0.44,0.35,0.47,0.88,0.53,0.31,0.33,91.0,92.0,99.0,96.0,117.0,100.0,94.0,165.0,-2.0,-0.2
2006,18,MIN,Nikoloz Tskitishvili,22.0,5.0,13.0,0.25,0.25,,0.25,0.5,0.31,0.5,0.0,55.0,52.0,,51.0,67.0,57.0,150.0,,-1.9,-2.2
2006,18,MIN,Team,,,,0.45,0.47,0.32,0.48,0.74,0.52,0.3,0.15,99.0,99.0,89.0,97.0,99.0,97.0,91.0,74.0,-121.2,-162.4
2006,18,MIN,League Average,,,,0.45,0.48,0.36,0.49,0.74,0.54,0.33,0.2,,,,,,,,,,
