PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Mahmoud Abdul-Rauf,23.0,81.0,2710.0,0.45,0.465,0.355,0.475,0.935,0.515,0.165,0.14,95.0,95.0,106.0,97.0,124.0,96.0,51.0,134.0,-45.0,-65.6
Reggie Williams,28.0,79.0,2722.0,0.45799999999999996,0.48,0.271,0.473,0.804,0.517,0.254,0.10400000000000001,97.0,98.0,80.0,96.0,107.0,96.0,79.0,100.0,-42.4,-50.4
LaPhonso Ellis,22.0,82.0,2749.0,0.504,0.509,0.154,0.505,0.748,0.5489999999999999,0.331,0.013999999999999999,107.0,104.0,46.0,103.0,99.0,102.0,103.0,13.0,27.7,27.9
Dikembe Mutombo,26.0,82.0,3029.0,0.51,0.51,,0.51,0.6809999999999999,0.5670000000000001,0.63,0.0,108.0,104.0,,104.0,90.0,106.0,195.0,,29.4,61.1
Robert Pack,23.0,77.0,1579.0,0.47,0.475,0.125,0.47100000000000003,0.768,0.545,0.513,0.013000000000000001,99.0,97.0,37.0,96.0,102.0,102.0,159.0,13.0,-23.8,13.2
Marcus Liberty,24.0,78.0,1585.0,0.406,0.41,0.373,0.424,0.654,0.456,0.252,0.095,86.0,84.0,111.0,86.0,87.0,85.0,78.0,91.0,-82.5,-110.6
Mark Macon,23.0,48.0,1141.0,0.415,0.42100000000000004,0.0,0.415,0.7,0.439,0.158,0.016,88.0,86.0,,85.0,93.0,82.0,49.0,15.0,-58.0,-79.0
Bryant Stith,22.0,39.0,865.0,0.446,0.45299999999999996,0.0,0.446,0.8320000000000001,0.525,0.428,0.013999999999999999,94.0,93.0,,91.0,110.0,98.0,133.0,14.0,-24.9,-7.3
Todd Lichti,26.0,48.0,752.0,0.449,0.452,0.33299999999999996,0.45299999999999996,0.794,0.516,0.37,0.022000000000000002,95.0,92.0,99.0,92.0,105.0,96.0,115.0,21.0,-20.9,-13.2
Gary Plummer,30.0,60.0,737.0,0.465,0.47100000000000003,0.0,0.465,0.726,0.521,0.41700000000000004,0.013000000000000001,98.0,96.0,,95.0,96.0,97.0,129.0,13.0,-11.8,-8.4
Kevin Brooks,23.0,55.0,571.0,0.39899999999999997,0.42,0.231,0.41200000000000003,0.875,0.45299999999999996,0.172,0.11199999999999999,84.0,86.0,69.0,84.0,116.0,84.0,53.0,107.0,-36.7,-41.8
Tom Hammonds,25.0,35.0,571.0,0.489,0.491,0.0,0.489,0.611,0.513,0.307,0.006,103.0,100.0,,100.0,81.0,96.0,95.0,5.0,-0.7,-9.3
Scott Hastings,32.0,76.0,670.0,0.509,0.529,0.25,0.518,0.727,0.573,0.491,0.071,108.0,108.0,74.0,106.0,96.0,107.0,152.0,69.0,6.1,9.9
Robert Werdann,22.0,28.0,149.0,0.305,0.31,0.0,0.305,0.5479999999999999,0.365,0.525,0.017,64.0,63.0,,62.0,73.0,68.0,163.0,16.0,-21.9,-24.9
Team,,,,0.46,0.47,0.305,0.469,0.759,0.519,0.325,0.064,97.0,96.0,91.0,96.0,101.0,97.0,101.0,61.0,-304.7,-289.1
League Average,,,,0.473,0.489,0.336,0.491,0.754,0.536,0.32299999999999995,0.10400000000000001,,,,,,,,,,
