Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2008,1,1326,ATL,Atlanta Hawks,Al Horford,"June 3, 1986",21.0,NBA,C,81.0,77.0,2540.0,333.0,668.0,0.5,0.0,5.0,0.0,333.0,663.0,0.5,0.5,155.0,212.0,0.73,248.0,537.0,785.0,124.0,60.0,76.0,137.0,267.0,821.0,0.0
2009,1,1326,ATL,Atlanta Hawks,Al Horford,"June 3, 1986",22.0,NBA,C,67.0,67.0,2242.0,312.0,594.0,0.52,0.0,1.0,0.0,312.0,593.0,0.53,0.52,149.0,205.0,0.73,145.0,479.0,624.0,163.0,53.0,95.0,103.0,190.0,773.0,0.0
2010,1,1326,ATL,Atlanta Hawks,Al Horford,"June 3, 1986",23.0,NBA,C,81.0,81.0,2845.0,467.0,847.0,0.55,1.0,1.0,1.0,466.0,846.0,0.55,0.55,213.0,270.0,0.79,236.0,563.0,799.0,189.0,59.0,91.0,122.0,225.0,1148.0,0.0
2011,1,1326,ATL,Atlanta Hawks,Al Horford,"June 3, 1986",24.0,NBA,C,77.0,77.0,2704.0,513.0,921.0,0.56,2.0,4.0,0.5,511.0,917.0,0.56,0.56,150.0,188.0,0.8,182.0,536.0,718.0,266.0,59.0,80.0,119.0,193.0,1178.0,0.0
2012,1,1326,ATL,Atlanta Hawks,Al Horford,"June 3, 1986",25.0,NBA,C,11.0,11.0,348.0,57.0,103.0,0.55,0.0,1.0,0.0,57.0,102.0,0.56,0.55,22.0,30.0,0.73,26.0,51.0,77.0,24.0,10.0,14.0,16.0,21.0,136.0,0.0
2013,1,1326,ATL,Atlanta Hawks,Al Horford,"June 3, 1986",26.0,NBA,C,74.0,74.0,2756.0,576.0,1060.0,0.54,3.0,6.0,0.5,573.0,1054.0,0.54,0.55,134.0,208.0,0.64,195.0,562.0,757.0,240.0,78.0,78.0,147.0,163.0,1289.0,0.0
2014,1,1326,ATL,Atlanta Hawks,Al Horford,"June 3, 1986",27.0,NBA,C,29.0,29.0,958.0,238.0,420.0,0.57,4.0,11.0,0.36,234.0,409.0,0.57,0.57,58.0,85.0,0.68,66.0,178.0,244.0,76.0,27.0,44.0,64.0,56.0,538.0,0.0
2015,1,1326,ATL,Atlanta Hawks,Al Horford,"June 3, 1986",28.0,NBA,C,76.0,76.0,2318.0,519.0,965.0,0.54,11.0,36.0,0.31,508.0,929.0,0.55,0.54,107.0,141.0,0.76,131.0,413.0,544.0,244.0,68.0,98.0,100.0,121.0,1156.0,1.0
2016,1,1326,ATL,Atlanta Hawks,Al Horford,"June 3, 1986",29.0,NBA,C,82.0,82.0,2631.0,529.0,1048.0,0.5,88.0,256.0,0.34,441.0,792.0,0.56,0.55,103.0,129.0,0.8,148.0,448.0,596.0,263.0,68.0,121.0,107.0,163.0,1249.0,0.0
2017,2,1326,BOS,Boston Celtics,Al Horford,"June 3, 1986",30.0,NBA,C,68.0,68.0,2193.0,379.0,801.0,0.47,86.0,242.0,0.36,293.0,559.0,0.52,0.53,108.0,135.0,0.8,95.0,370.0,465.0,337.0,52.0,86.0,115.0,138.0,952.0,0.0
2018,2,1326,BOS,Boston Celtics,Al Horford,"June 3, 1986",31.0,NBA,C,72.0,72.0,2277.0,368.0,753.0,0.49,97.0,226.0,0.43,271.0,527.0,0.51,0.55,94.0,120.0,0.78,103.0,427.0,530.0,339.0,43.0,78.0,132.0,138.0,927.0,0.0
2019,2,1326,BOS,Boston Celtics,Al Horford,"June 3, 1986",32.0,NBA,C,68.0,68.0,1973.0,387.0,723.0,0.54,73.0,203.0,0.36,314.0,520.0,0.6,0.59,78.0,95.0,0.82,120.0,338.0,458.0,283.0,59.0,86.0,102.0,126.0,925.0,1.0
2020,23,1326,PHI,Philadelphia 76Ers,Al Horford,"June 3, 1986",33.0,NBA,C,67.0,61.0,2025.0,319.0,709.0,0.45,99.0,283.0,0.35,220.0,426.0,0.52,0.52,61.0,80.0,0.76,103.0,353.0,456.0,270.0,52.0,61.0,80.0,142.0,798.0,0.0
2021,21,1326,OKC,Oklahoma City Thunder,Al Horford,"June 3, 1986",34.0,NBA,C,23.0,23.0,648.0,133.0,300.0,0.44,47.0,129.0,0.36,86.0,171.0,0.5,0.52,14.0,18.0,0.78,21.0,135.0,156.0,83.0,21.0,19.0,26.0,39.0,327.0,0.0
