Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2010,15,481,MEM,Memphis Grizzlies,23.0,NBA,SF,71.0,795.0,8.5,0.43,0.03,0.24,7.8,14.3,11.0,5.9,1.8,0.9,8.9,14.8,-0.1,0.6,0.5,0.03,-3.8,-0.4,-4.2,-0.4
2011,31,481,TOT,Total After Trade,24.0,NBA,PF,12.0,50.0,8.7,0.39,0.0,0.17,4.7,14.5,9.6,10.7,1.0,1.6,0.0,11.6,0.0,0.0,0.1,0.07,-2.9,-0.5,-3.5,0.0
2011,15,481,MEM,Memphis Grizzlies,24.0,NBA,PF,7.0,39.0,12.4,0.51,0.0,0.22,6.1,18.6,12.3,7.3,1.3,2.1,0.0,11.4,0.1,0.0,0.1,0.14,-1.5,0.1,-1.4,0.0
2011,11,481,HOU,Houston Rockets,24.0,NBA,PF,5.0,11.0,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-0.21,-8.0,-2.8,-10.8,0.0
2012,31,481,TOT,Total After Trade,25.0,NBA,"PF,SF",24.0,348.0,11.1,0.48,0.18,0.15,9.1,8.3,8.8,8.1,1.8,0.2,8.9,15.9,0.3,0.2,0.5,0.07,-1.4,-0.6,-1.9,0.0
2012,8,481,DEN,Denver Nuggets,25.0,NBA,PF,4.0,21.0,25.2,1.0,0.0,0.0,0.0,16.2,8.3,27.7,0.0,0.0,25.0,17.0,0.1,0.0,0.1,0.21,6.7,2.6,9.3,0.1
2012,29,481,UTA,Utah Jazz,25.0,NBA,SF,20.0,327.0,10.1,0.45,0.19,0.16,9.7,7.8,8.8,6.9,1.9,0.2,7.8,15.8,0.2,0.2,0.4,0.06,-1.9,-0.8,-2.6,-0.1
2013,29,481,UTA,Utah Jazz,26.0,NBA,SF,66.0,1111.0,15.5,0.54,0.22,0.3,9.1,10.8,9.9,8.7,2.8,1.7,8.5,16.4,2.0,1.1,3.1,0.13,0.4,0.9,1.3,0.9
2014,1,481,ATL,Atlanta Hawks,27.0,NBA,SF,73.0,2341.0,13.9,0.57,0.42,0.22,5.3,14.5,10.0,8.9,2.3,0.7,10.1,15.2,3.2,2.6,5.8,0.12,-0.1,0.7,0.7,1.6
2015,1,481,ATL,Atlanta Hawks,28.0,NBA,SF,70.0,2189.0,15.9,0.6,0.47,0.28,5.3,13.8,9.7,8.3,2.2,0.7,9.3,16.9,4.3,2.8,7.0,0.15,1.2,0.4,1.7,2.0
2016,28,481,TOR,Toronto Raptors,29.0,NBA,SF,26.0,786.0,11.9,0.49,0.44,0.18,4.6,13.1,8.9,5.5,2.9,0.6,8.8,18.5,0.2,1.0,1.2,0.07,-0.8,1.1,0.3,0.5
2017,28,481,TOR,Toronto Raptors,30.0,NBA,SF,72.0,1882.0,11.9,0.53,0.58,0.21,3.8,12.7,8.3,5.7,2.2,1.2,8.2,15.6,1.7,2.1,3.8,0.1,-0.4,0.4,0.0,1.0
2018,3,481,BRK,Brooklyn Nets,31.0,NBA,PF,73.0,2180.0,14.3,0.55,0.5,0.31,5.1,18.4,11.7,10.5,1.3,1.0,10.3,19.8,2.3,1.8,4.1,0.09,0.5,-0.4,0.2,1.2
2019,3,481,BRK,Brooklyn Nets,32.0,NBA,PF,67.0,1703.0,12.1,0.55,0.54,0.42,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,1.5,1.6,3.1,0.09,-0.9,-0.6,-1.5,0.2
2020,31,481,TOT,Total After Trade,33.0,NBA,"C,SF",24.0,290.0,9.1,0.52,0.5,0.64,4.4,15.8,10.1,11.2,1.3,1.5,16.8,14.8,0.0,0.2,0.3,0.04,-3.1,-0.7,-3.9,-0.1
2020,27,481,SAS,San Antonio Spurs,33.0,NBA,SF,15.0,135.0,4.9,0.44,0.45,0.69,5.6,19.2,12.4,10.1,0.7,1.3,20.9,15.3,-0.2,0.1,-0.1,-0.04,-5.9,-1.1,-7.0,-0.2
2020,11,481,HOU,Houston Rockets,33.0,NBA,C,9.0,155.0,12.8,0.58,0.54,0.6,3.3,13.0,8.1,12.2,1.8,1.7,13.0,14.3,0.2,0.2,0.4,0.11,-0.7,-0.4,-1.1,0.0
