Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
23,660,25.0,24.0,662.0,72.0,143.0,0.5,0.0,0.0,0,72.0,143.0,0.5,0.5,36.0,57.0,0.63,72.0,158.0,230.0,8.0,9.0,36.0,31.0,78.0,180.0,0
