SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,26,SAC,Chris Webber,26,75,75,2880,9.3,19.4,0.48,0.3,1.2,0.28,9.0,18.2,0.5,3.9,5.2,0.75,2.4,7.5,9.8,4.3,1.5,1.6,2.7,3.3,22.9
2000,26,SAC,Jason Williams,24,81,81,2760,4.7,12.7,0.37,1.9,6.6,0.29,2.8,6.1,0.47,1.7,2.2,0.75,0.3,2.7,3.0,7.7,1.5,0.1,3.9,1.8,13.0
2000,26,SAC,Vlade Divac,31,82,81,2374,5.8,11.6,0.5,0.1,0.4,0.27,5.7,11.2,0.51,3.5,5.0,0.69,2.6,7.3,9.9,3.7,1.6,1.6,2.9,3.8,15.2
2000,26,SAC,Nick Anderson,32,72,72,2094,5.3,13.4,0.39,2.3,6.8,0.33,3.0,6.6,0.45,0.6,1.3,0.49,1.4,4.4,5.8,2.1,1.6,0.3,1.6,2.0,13.4
2000,26,SAC,Peja Stojakovic,22,74,11,1749,6.6,14.8,0.45,2.1,5.5,0.38,4.5,9.3,0.49,2.8,3.1,0.88,1.5,4.2,5.7,2.2,1.1,0.1,1.8,2.0,18.1
2000,26,SAC,Corliss Williamson,26,76,76,1707,6.6,13.1,0.5,0.0,0.0,,6.6,13.1,0.5,3.4,4.5,0.77,2.6,3.5,6.1,1.7,0.8,0.4,2.3,4.0,16.6
2000,26,SAC,Scot Pollard,24,76,5,1336,4.0,7.6,0.53,0.0,0.0,,4.0,7.6,0.53,3.1,4.3,0.72,4.5,6.4,10.9,1.2,1.5,1.6,1.3,5.7,11.1
2000,26,SAC,Jon Barry,30,62,1,1281,4.5,9.7,0.46,1.9,4.3,0.43,2.7,5.4,0.5,3.0,3.3,0.92,1.1,3.4,4.5,4.2,2.1,0.2,2.4,2.9,13.9
2000,26,SAC,Lawrence Funderburke,29,75,1,1026,6.5,12.4,0.52,0.0,0.1,0.0,6.5,12.3,0.53,4.0,5.7,0.71,3.4,4.8,8.2,1.2,1.1,0.7,1.4,3.2,16.9
2000,26,SAC,Tyrone Corbin,37,54,5,941,3.4,9.4,0.36,0.4,1.7,0.23,3.0,7.8,0.38,1.3,1.5,0.85,1.5,4.8,6.3,2.3,1.4,0.2,1.1,3.8,8.4
2000,26,SAC,Darrick Martin,28,71,1,893,5.4,14.1,0.38,1.5,5.0,0.31,3.8,9.1,0.42,4.0,4.8,0.82,0.3,1.5,1.8,4.9,1.1,0.1,2.5,3.6,16.2
2000,26,SAC,Tony Delk,26,46,1,682,6.3,14.7,0.43,0.5,2.1,0.22,5.9,12.6,0.46,2.5,3.1,0.8,1.9,2.7,4.6,2.9,1.8,0.3,1.7,3.1,15.6
2000,26,SAC,Bill Wennington,36,7,0,57,3.8,12.0,0.32,0.0,0.0,,3.8,12.0,0.32,1.3,1.3,1.0,3.2,8.8,12.0,0.6,1.3,1.3,0.6,8.2,8.8
2000,26,SAC,Ryan Robertson,23,1,0,25,2.9,8.6,0.33,0.0,2.9,0.0,2.9,5.8,0.5,1.4,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
