SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,14,LAL,Shaquille O'Neal,27,79,79,3163,10.9,19.0,0.57,0.0,0.0,0.0,10.9,18.9,0.57,4.9,9.4,0.52,3.8,8.4,12.3,3.4,0.4,2.7,2.5,2.9,26.7
2000,14,LAL,Glen Rice,32,80,80,2530,6.0,13.9,0.43,1.2,3.3,0.37,4.8,10.7,0.45,4.9,5.6,0.87,0.8,3.9,4.7,2.5,0.7,0.2,1.6,2.5,18.1
2000,14,LAL,Kobe Bryant,21,66,62,2524,7.9,16.9,0.47,0.7,2.1,0.32,7.2,14.8,0.49,4.7,5.7,0.82,1.5,4.4,5.9,4.6,1.5,0.9,2.6,3.1,21.2
2000,14,LAL,Ron Harper,36,80,78,2042,3.7,9.4,0.4,0.6,1.9,0.31,3.2,7.5,0.42,1.8,2.6,0.68,1.7,4.2,5.9,4.8,1.5,0.7,2.3,2.9,9.8
2000,14,LAL,A.C. Green,36,82,82,1929,3.2,7.2,0.45,0.0,0.1,0.25,3.2,7.1,0.45,1.2,1.8,0.7,3.0,6.1,9.1,1.5,1.0,0.3,1.0,2.4,7.7
2000,14,LAL,Derek Fisher,25,78,22,1803,3.3,9.6,0.35,1.0,3.3,0.31,2.3,6.3,0.36,2.1,2.9,0.72,0.4,2.4,2.9,4.3,1.6,0.1,1.5,3.0,9.8
2000,14,LAL,Robert Horry,29,76,0,1685,3.4,7.8,0.44,0.6,2.0,0.31,2.8,5.7,0.48,1.9,2.4,0.79,2.8,4.9,7.7,2.5,1.8,1.7,1.6,4.0,9.3
2000,14,LAL,Rick Fox,30,82,1,1473,5.0,12.2,0.41,1.4,4.4,0.33,3.6,7.7,0.46,1.5,1.9,0.81,1.5,3.3,4.8,3.4,1.3,0.6,2.1,5.0,13.1
2000,14,LAL,Brian Shaw,33,74,2,1249,3.5,9.3,0.38,0.5,1.7,0.31,3.0,7.6,0.4,1.2,1.6,0.76,1.3,4.9,6.2,5.8,1.0,0.4,2.2,3.0,8.8
2000,14,LAL,Travis Knight,25,63,0,410,4.0,10.4,0.39,0.0,0.0,,4.0,10.4,0.39,1.5,2.5,0.61,4.0,7.3,11.3,2.0,0.5,2.0,2.3,7.7,9.6
2000,14,LAL,Devean George,22,49,1,345,5.8,15.0,0.39,1.7,4.9,0.34,4.2,10.1,0.41,2.8,4.3,0.66,3.0,4.8,7.8,1.3,1.0,0.4,2.2,5.6,16.2
2000,14,LAL,John Salley,35,45,3,303,3.0,8.2,0.36,0.0,0.0,,3.0,8.2,0.36,2.5,3.3,0.75,2.4,5.3,7.7,3.1,1.0,1.7,2.1,8.0,8.4
2000,14,LAL,John Celestand,22,16,0,185,2.9,8.8,0.33,0.4,1.8,0.22,2.5,7.0,0.36,1.0,1.2,0.83,0.2,1.9,2.1,3.9,1.4,0.0,3.1,4.3,7.2
2000,14,LAL,Tyronn Lue,22,8,0,146,4.7,9.6,0.49,1.0,2.0,0.5,3.7,7.6,0.48,1.5,2.0,0.75,0.5,2.5,3.0,4.2,0.7,0.0,2.2,4.2,11.8
2000,14,LAL,Sam Jacobson,24,3,0,18,10.0,18.0,0.56,0.0,0.0,,10.0,18.0,0.56,0.0,4.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,4.0,2.0,20.0
