Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2006,21,2295,SEA,Seattle Supersonics,Johan Petro,"January 27, 1986",20.0,NBA,C,68.0,41.0,1282.0,6.3,12.3,0.51,0.0,0.0,,6.3,12.3,0.51,1.9,3.1,0.63,4.5,7.6,12.1,0.6,1.0,2.1,2.5,8.7,14.4,,105.0,113.0
2007,21,2295,SEA,Seattle Supersonics,Johan Petro,"January 27, 1986",21.0,NBA,C,81.0,13.0,1510.0,7.8,15.2,0.52,0.0,0.0,,7.8,15.2,0.52,1.7,2.7,0.65,3.2,8.4,11.6,1.6,1.4,1.6,2.8,8.2,17.4,,101.0,108.0
2008,21,2295,SEA,Seattle Supersonics,Johan Petro,"January 27, 1986",22.0,NBA,C,72.0,28.0,1310.0,7.0,16.7,0.42,0.0,0.0,0.0,7.0,16.7,0.42,2.4,3.3,0.74,3.7,10.3,14.1,1.2,1.3,1.6,2.8,6.6,16.4,,91.0,107.0
2009,31,2295,TOT,Total After Trade,Johan Petro,"January 27, 1986",23.0,NBA,C,49.0,22.0,559.0,6.7,16.1,0.42,0.0,0.2,0.0,6.7,15.9,0.42,1.5,2.7,0.55,3.8,10.6,14.5,1.5,1.7,1.4,2.6,9.8,14.8,,90.0,105.0
2009,21,2295,OKC,Oklahoma City Thunder,Johan Petro,"January 27, 1986",23.0,NBA,C,22.0,12.0,342.0,6.9,16.9,0.41,0.0,0.1,0.0,6.9,16.8,0.41,1.5,2.2,0.67,4.0,10.2,14.2,0.9,2.4,0.7,2.2,7.6,15.3,,90.0,106.0
2009,8,2295,DEN,Denver Nuggets,Johan Petro,"January 27, 1986",23.0,NBA,C,27.0,10.0,217.0,6.3,14.8,0.43,0.0,0.2,0.0,6.3,14.5,0.44,1.4,3.3,0.43,3.5,11.3,14.8,2.3,0.7,2.3,3.1,13.1,14.1,,88.0,104.0
2010,8,2295,DEN,Denver Nuggets,Johan Petro,"January 27, 1986",24.0,NBA,C,36.0,16.0,436.0,6.3,11.7,0.54,0.0,0.1,0.0,6.3,11.6,0.54,1.6,2.4,0.67,3.7,11.3,15.0,1.6,1.2,1.5,2.7,9.3,14.2,,105.0,105.0
2011,3,2295,NJN,New Jersey Nets,Johan Petro,"January 27, 1986",25.0,NBA,C,77.0,1.0,893.0,7.7,17.3,0.44,0.0,0.2,0.0,7.7,17.1,0.45,0.9,1.7,0.54,3.7,9.0,12.7,2.6,2.0,2.0,2.8,10.6,16.3,,92.0,105.0
2012,3,2295,NJN,New Jersey Nets,Johan Petro,"January 27, 1986",26.0,NBA,C,59.0,10.0,920.0,6.3,15.0,0.42,0.1,0.1,1.0,6.3,15.0,0.42,1.8,2.1,0.84,3.9,9.0,13.0,2.6,1.2,1.3,2.2,7.1,14.5,,97.0,108.0
2013,1,2295,ATL,Atlanta Hawks,Johan Petro,"January 27, 1986",27.0,NBA,C,31.0,8.0,352.0,7.1,16.2,0.44,0.1,0.6,0.25,6.9,15.6,0.44,1.6,1.8,0.92,4.9,11.6,16.5,2.4,1.5,1.3,3.5,7.1,15.9,,92.0,101.0
