Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993.0,6.0,2302,CLE,Cleveland Cavaliers,Bobby Phills,23.0,2.0,0.0,9.0,1.0,3.0,0.33,0.0,0.0,,1.0,3.0,0.33,0.33,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
1993.0,6.0,672,CLE,Cleveland Cavaliers,Brad Daugherty,27.0,9.0,9.0,356.0,64.0,115.0,0.56,0.0,0.0,,64.0,115.0,0.56,0.56,40.0,50.0,0.8,26.0,79.0,105.0,31.0,6.0,7.0,26.0,25.0,168.0
1993.0,6.0,838,CLE,Cleveland Cavaliers,Craig Ehlo,31.0,9.0,9.0,289.0,38.0,91.0,0.42,10.0,26.0,0.38,28.0,65.0,0.43,0.47,12.0,15.0,0.8,10.0,21.0,31.0,25.0,12.0,4.0,17.0,19.0,98.0
1993.0,6.0,912,CLE,Cleveland Cavaliers,Danny Ferry,26.0,8.0,0.0,118.0,13.0,34.0,0.38,4.0,9.0,0.44,9.0,25.0,0.36,0.44,9.0,10.0,0.9,4.0,21.0,25.0,14.0,4.0,3.0,7.0,14.0,39.0
1993.0,6.0,3121,CLE,Cleveland Cavaliers,Gerald Wilkins,29.0,9.0,2.0,236.0,38.0,87.0,0.44,4.0,12.0,0.33,34.0,75.0,0.45,0.46,13.0,17.0,0.76,6.0,10.0,16.0,24.0,9.0,2.0,11.0,16.0,93.0
1993.0,6.0,3143,CLE,Cleveland Cavaliers,Hot Rod Williams,30.0,9.0,0.0,237.0,30.0,75.0,0.4,0.0,0.0,,30.0,75.0,0.4,0.4,21.0,28.0,0.75,12.0,29.0,41.0,17.0,5.0,14.0,11.0,26.0,81.0
1993.0,6.0,1138,CLE,Cleveland Cavaliers,Jay Guidinger,23.0,4.0,0.0,15.0,1.0,3.0,0.33,0.0,0.0,,1.0,3.0,0.33,0.33,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0
,,1689,,,Jerome Lane,,,,,,,,,,,,,,,,,,,,,,,,,,
1993.0,6.0,190,CLE,Cleveland Cavaliers,John Battle,30.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0
1993.0,6.0,2109,CLE,Cleveland Cavaliers,Larry Nance,33.0,9.0,9.0,329.0,61.0,108.0,0.56,0.0,0.0,,61.0,108.0,0.56,0.56,23.0,30.0,0.77,35.0,39.0,74.0,21.0,8.0,14.0,6.0,33.0,145.0
1993.0,6.0,2360,CLE,Cleveland Cavaliers,Mark Price,28.0,9.0,9.0,288.0,43.0,97.0,0.44,8.0,26.0,0.31,35.0,71.0,0.49,0.48,23.0,24.0,0.96,1.0,18.0,19.0,55.0,15.0,0.0,33.0,13.0,117.0
1993.0,6.0,2556,CLE,Cleveland Cavaliers,Mike Sanders,32.0,8.0,7.0,145.0,20.0,48.0,0.42,0.0,2.0,0.0,20.0,46.0,0.44,0.42,6.0,10.0,0.6,8.0,10.0,18.0,10.0,8.0,1.0,3.0,17.0,46.0
,,1598,,,Steve Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,
1993.0,6.0,334,CLE,Cleveland Cavaliers,Terrell Brandon,22.0,8.0,0.0,132.0,20.0,46.0,0.44,2.0,5.0,0.4,18.0,41.0,0.44,0.46,9.0,9.0,1.0,4.0,13.0,17.0,17.0,7.0,3.0,14.0,6.0,51.0
