Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1471,15,0,119.0,3.3,10.6,0.31,1.2,4.5,0.27,2.1,6.1,0.34,0.3,0.9,0.33,0.3,2.4,2.7,6.7,2.4,0.0,2.1,3.3,8.2
