Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,2,BOS,Boston Celtics,Paul Pierce,25,10,10,445,77,193,0.4,16,45,0.36,61,148,0.41,0.44,101,117,0.86,11,79,90,67,21,8,44,38,271
2003,2,BOS,Boston Celtics,Antoine Walker,26,10,10,440,73,176,0.42,16,45,0.36,57,131,0.44,0.46,11,22,0.5,20,67,87,43,17,4,37,44,173
2003,2,BOS,Boston Celtics,Tony Delk,29,10,10,368,54,114,0.47,22,49,0.45,32,65,0.49,0.57,28,32,0.88,5,42,47,36,12,4,13,24,158
2003,2,BOS,Boston Celtics,Walter McCarty,28,10,8,352,36,75,0.48,21,52,0.4,15,23,0.65,0.62,6,7,0.86,10,33,43,22,8,5,11,35,99
2003,2,BOS,Boston Celtics,Eric Williams,30,10,2,310,33,88,0.38,3,15,0.2,30,73,0.41,0.39,27,34,0.79,12,20,32,17,9,0,12,42,96
2003,2,BOS,Boston Celtics,Tony Battie,26,10,10,213,31,55,0.56,0,3,0.0,31,52,0.6,0.56,4,8,0.5,13,36,49,5,4,14,7,42,66
2003,2,BOS,Boston Celtics,J.R. Bremer,22,10,0,147,16,56,0.29,8,32,0.25,8,24,0.33,0.36,7,8,0.88,0,15,15,12,3,0,8,12,47
2003,2,BOS,Boston Celtics,Mark Blount,27,10,0,144,12,22,0.55,0,0,,12,22,0.55,0.55,7,10,0.7,12,24,36,2,11,8,8,20,31
2003,2,BOS,Boston Celtics,Grant Long,36,8,0,34,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,3,2,5,1,0,0,1,1,2
2003,2,BOS,Boston Celtics,Kedrick Brown,21,3,0,11,1,4,0.25,0,0,,1,4,0.25,0.25,1,2,0.5,2,0,2,0,1,0,0,0,3
2003,2,BOS,Boston Celtics,Bimbo Coles,34,3,0,9,0,4,0.0,0,2,0.0,0,2,0.0,0.0,0,0,,0,1,1,2,0,0,0,1,0
2003,2,BOS,Boston Celtics,Mark Bryant,37,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
