Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,7,DAL,Dallas Mavericks,Michael Finley,29,20,20,822,131,301,0.44,47,114,0.41,84,187,0.45,0.51,57,66,0.86,25,90,115,60,26,12,31,46,366
2003,7,DAL,Dallas Mavericks,Steve Nash,28,20,20,729,115,257,0.45,37,76,0.49,78,181,0.43,0.52,55,63,0.87,15,55,70,145,17,1,51,47,322
2003,7,DAL,Dallas Mavericks,Dirk Nowitzki,24,17,17,722,150,313,0.48,27,61,0.44,123,252,0.49,0.52,103,113,0.91,15,181,196,37,21,16,40,52,430
2003,7,DAL,Dallas Mavericks,Nick Van Exel,31,20,3,672,150,326,0.46,44,112,0.39,106,214,0.5,0.53,45,64,0.7,18,50,68,82,12,0,39,47,389
2003,7,DAL,Dallas Mavericks,Raef LaFrentz,26,20,16,491,68,157,0.43,8,40,0.2,60,117,0.51,0.46,16,19,0.84,36,52,88,5,11,43,14,86,160
2003,7,DAL,Dallas Mavericks,Eduardo Najera,26,19,5,394,39,86,0.45,0,0,,39,86,0.45,0.45,38,48,0.79,36,38,74,15,14,4,16,53,116
2003,7,DAL,Dallas Mavericks,Raja Bell,26,17,7,305,40,73,0.55,6,13,0.46,34,60,0.57,0.59,11,20,0.55,13,38,51,27,5,0,6,41,97
2003,7,DAL,Dallas Mavericks,Shawn Bradley,30,17,7,246,20,50,0.4,0,1,0.0,20,49,0.41,0.4,9,12,0.75,23,42,65,5,3,14,15,48,49
2003,7,DAL,Dallas Mavericks,Walt Williams,32,15,3,227,32,81,0.4,14,41,0.34,18,40,0.45,0.48,7,7,1.0,12,31,43,15,5,12,17,28,85
2003,7,DAL,Dallas Mavericks,Adrian Griffin,28,15,2,131,17,41,0.42,1,3,0.33,16,38,0.42,0.43,2,2,1.0,17,27,44,8,4,0,9,24,37
2003,7,DAL,Dallas Mavericks,Tariq Abdul-Wahad,28,8,0,79,9,30,0.3,0,2,0.0,9,28,0.32,0.3,7,8,0.88,11,11,22,7,0,0,1,6,25
2003,7,DAL,Dallas Mavericks,Evan Eschmeyer,27,5,0,32,3,6,0.5,0,0,,3,6,0.5,0.5,0,0,,2,3,5,2,3,1,0,8,6
