Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,24.0,TOT,NBA,PF,17.0,0.0,106.0,5.4,13.6,0.4,0.0,0.0,,5.4,13.6,0.4,0.7,1.4,0.5,4.1,5.1,9.2,2.7,0.3,1.0,3.4,5.8,11.5
1989,24.0,LAC,NBA,PF,10.0,0.0,68.0,5.8,13.2,0.44,0.0,0.0,,5.8,13.2,0.44,0.5,1.1,0.5,2.6,5.8,8.5,3.2,0.5,1.1,3.2,4.8,12.2
1989,24.0,MIA,NBA,PF,7.0,0.0,38.0,4.7,14.2,0.333,0.0,0.0,,4.7,14.2,0.333,0.9,1.9,0.5,6.6,3.8,10.4,1.9,0.0,0.9,3.8,7.6,10.4
1991,26.0,BOS,NBA,PF,19.0,0.0,64.0,7.3,18.0,0.406,0.0,0.0,,7.3,18.0,0.406,5.1,5.6,0.9,3.9,3.9,7.9,1.1,0.6,1.1,3.4,6.8,19.7
1992,27.0,MIL,NBA,PF,5.0,0.0,26.0,4.2,9.7,0.429,0.0,1.4,0.0,4.2,8.3,0.5,1.4,2.8,0.5,2.8,4.2,6.9,4.2,2.8,1.4,5.5,6.9,9.7
