Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1994,21.0,PHI,NBA,C,49.0,1385.0,11.6,0.446,0.006,0.342,7.7,16.5,12.1,11.1,1.6,6.4,20.8,22.4,,-2.7,1.6,-1.1,-0.039,,-5.1,1.7,-3.4,-0.5
1995,22.0,PHI,NBA,C,82.0,2365.0,14.8,0.489,0.004,0.335,11.9,20.7,16.2,3.7,1.2,8.5,15.2,17.7,,-0.1,3.6,3.5,0.071,,-3.0,1.6,-1.4,0.3
1996,23.0,TOT,NBA,C,79.0,2329.0,15.7,0.481,0.005,0.282,10.3,20.4,15.2,4.9,1.1,9.4,15.4,21.8,,-1.1,4.1,3.0,0.062,,-3.2,1.7,-1.4,0.3
1996,23.0,PHI,NBA,C,12.0,334.0,13.4,0.486,0.0,0.258,11.4,25.6,18.3,4.1,1.2,8.4,22.3,18.6,,-0.4,0.4,0.0,0.005,,-4.7,1.3,-3.4,-0.1
1996,23.0,NJN,NBA,C,67.0,1995.0,16.1,0.48,0.005,0.285,10.1,19.5,14.7,5.0,1.1,9.6,14.5,22.4,,-0.7,3.7,3.0,0.071,,-2.9,1.8,-1.1,0.4
1997,24.0,TOT,NBA,C,73.0,2288.0,16.5,0.478,0.009,0.252,10.4,19.8,14.9,4.2,0.9,8.3,11.8,22.1,,0.0,3.0,3.0,0.062,,-1.9,0.8,-1.1,0.5
1997,24.0,NJN,NBA,C,40.0,1228.0,16.3,0.47,0.011,0.268,9.8,19.4,14.3,2.7,1.0,9.8,11.2,19.9,,0.2,1.6,1.8,0.071,,-1.9,1.2,-0.6,0.4
1997,24.0,DAL,NBA,C,33.0,1060.0,16.7,0.486,0.007,0.236,11.1,20.4,15.7,5.9,0.9,6.5,12.4,24.5,,-0.2,1.3,1.2,0.052,,-1.8,0.2,-1.6,0.1
1998,25.0,DAL,NBA,C,64.0,1822.0,17.7,0.463,0.004,0.253,9.8,22.1,15.8,5.9,1.5,8.2,10.8,22.3,,0.0,3.0,2.9,0.077,,-2.1,1.6,-0.4,0.7
1999,26.0,DAL,NBA,C,49.0,1294.0,19.6,0.527,0.011,0.33,11.2,22.9,17.0,5.2,1.5,8.9,12.3,16.1,,2.1,2.2,4.2,0.157,,0.0,2.3,2.3,1.4
2001,28.0,DAL,NBA,C,82.0,2001.0,16.2,0.551,0.013,0.398,9.2,24.4,17.0,2.8,0.9,8.1,14.3,13.9,,2.5,3.8,6.3,0.151,,-1.0,2.5,1.6,1.8
2002,29.0,DAL,NBA,C,53.0,757.0,14.6,0.562,0.006,0.393,7.9,17.8,12.9,3.8,1.9,6.0,11.6,12.9,,1.3,1.0,2.3,0.144,,-1.8,2.1,0.3,0.4
2003,30.0,DAL,NBA,C,81.0,1731.0,18.3,0.601,0.003,0.467,9.6,20.7,15.1,4.6,1.9,7.3,12.9,13.6,,3.9,3.5,7.4,0.204,,-0.4,3.0,2.6,2.0
2004,31.0,DAL,NBA,C,66.0,773.0,15.6,0.523,0.005,0.261,9.9,14.6,12.2,3.6,2.2,7.1,7.5,12.8,,1.5,0.9,2.3,0.145,,-1.5,1.6,0.1,0.4
2005,32.0,DAL,NBA,C,77.0,885.0,11.0,0.494,0.0,0.339,9.0,17.8,13.5,2.5,1.5,5.3,13.4,12.5,,0.4,1.5,1.9,0.102,,-3.6,1.6,-2.0,0.0
