SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,21,SEA,Gary Payton,26,82,82,3015,8.2,16.1,0.51,0.8,2.8,0.3,7.3,13.3,0.55,3.0,4.2,0.72,1.3,2.1,3.4,7.0,2.4,0.2,2.4,2.5,20.2
1995,21,SEA,Detlef Schrempf,32,82,82,2886,6.5,12.4,0.52,1.2,2.3,0.51,5.3,10.2,0.52,5.5,6.5,0.84,1.7,4.7,6.3,3.9,1.2,0.4,2.2,3.1,19.6
1995,21,SEA,Shawn Kemp,25,82,79,2679,7.3,13.4,0.55,0.0,0.1,0.29,7.3,13.3,0.55,5.9,7.9,0.75,4.3,7.7,12.0,2.0,1.4,1.6,3.5,4.5,20.6
1995,21,SEA,Sam Perkins,33,82,37,2356,5.3,11.3,0.47,2.1,5.2,0.4,3.2,6.1,0.53,3.3,4.1,0.8,1.5,4.6,6.1,2.1,1.1,0.7,1.2,2.8,15.9
1995,21,SEA,Kendall Gill,26,73,58,2125,6.6,14.5,0.46,1.1,2.9,0.37,5.6,11.6,0.48,2.6,3.5,0.74,1.7,3.2,4.9,3.3,2.0,0.5,2.3,3.2,17.0
1995,21,SEA,Nate McMillan,30,80,18,2070,2.9,6.9,0.42,0.9,2.7,0.34,2.0,4.2,0.47,0.6,1.0,0.59,1.1,4.1,5.3,7.3,2.9,0.9,2.2,4.8,7.3
1995,21,SEA,Vincent Askew,28,71,1,1721,5.2,10.5,0.49,0.6,2.0,0.33,4.5,8.6,0.53,3.7,5.0,0.74,1.4,2.4,3.8,3.7,1.0,0.3,1.8,4.0,14.7
1995,21,SEA,Sarunas Marciulionis,30,66,4,1194,6.5,13.8,0.47,1.1,2.6,0.4,5.5,11.2,0.49,4.4,6.0,0.73,0.5,1.5,2.1,3.3,2.2,0.1,3.0,3.8,18.5
1995,21,SEA,Ervin Johnson,27,64,30,907,3.4,7.6,0.44,0.0,0.0,0.0,3.4,7.6,0.44,1.2,1.8,0.63,4.0,7.5,11.5,0.6,0.7,2.7,2.1,6.5,7.9
1995,21,SEA,Bill Cartwright,37,29,19,430,2.3,5.8,0.39,0.0,0.0,,2.3,5.8,0.39,1.3,2.0,0.62,2.1,5.2,7.3,0.8,0.5,0.3,1.5,5.9,5.8
1995,21,SEA,Byron Houston,25,39,0,258,6.8,14.9,0.46,0.8,3.1,0.27,6.0,11.9,0.51,3.9,5.3,0.74,2.8,4.9,7.7,0.8,1.8,0.7,2.8,7.0,18.4
1995,21,SEA,Steve Scheffler,27,18,0,102,4.2,8.1,0.52,0.0,0.0,,4.2,8.1,0.52,5.3,6.4,0.83,2.8,5.3,8.1,1.4,0.7,0.7,1.1,3.2,13.8
1995,21,SEA,Dontonio Wingfield,20,20,0,81,8.0,22.7,0.35,0.9,5.3,0.17,7.1,17.3,0.41,3.6,4.4,0.8,4.9,8.4,13.3,1.3,2.2,1.3,3.6,6.7,20.4
1995,21,SEA,Rich King,25,2,0,6,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
