Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,2,BOS,Boston Celtics,Dee Brown,26,79,69,2792,5.6,12.6,0.45,1.6,4.2,0.38,4.0,8.4,0.48,3.0,3.6,0.85,0.8,2.4,3.2,3.9,1.4,0.6,1.9,2.3,15.9
1995,2,BOS,Boston Celtics,Dominique Wilkins,35,77,64,2423,7.4,17.4,0.42,1.7,4.3,0.39,5.7,13.1,0.44,4.0,5.1,0.78,2.3,3.6,6.0,2.5,0.9,0.2,2.6,1.9,20.4
1995,2,BOS,Boston Celtics,Eric Montross,23,78,75,2315,4.8,8.9,0.53,0.0,0.0,0.0,4.8,8.9,0.54,2.6,4.1,0.64,3.0,5.8,8.8,0.6,0.5,0.9,1.7,4.6,12.1
1995,2,BOS,Boston Celtics,Dino Radja,27,66,48,2147,7.5,15.4,0.49,0.0,0.0,0.0,7.5,15.4,0.49,3.9,5.1,0.76,2.5,7.1,9.6,1.9,1.0,1.4,2.7,3.9,19.0
1995,2,BOS,Boston Celtics,Sherman Douglas,28,65,43,2048,6.4,13.5,0.48,0.4,1.4,0.24,6.1,12.1,0.5,3.6,5.2,0.69,0.8,2.1,3.0,7.8,1.4,0.0,2.8,2.7,16.8
1995,2,BOS,Boston Celtics,Xavier McDaniel,31,68,15,1430,6.2,13.7,0.45,0.2,0.5,0.29,6.0,13.2,0.46,2.2,3.1,0.71,2.4,5.2,7.6,2.7,0.8,0.5,2.2,3.7,14.8
1995,2,BOS,Boston Celtics,David Wesley,24,51,36,1380,3.3,8.2,0.41,1.3,3.1,0.43,2.0,5.1,0.4,1.9,2.5,0.76,0.8,2.2,3.1,6.9,2.1,0.2,2.3,3.8,9.9
1995,2,BOS,Boston Celtics,Derek Strong,26,70,24,1344,4.0,8.8,0.45,0.1,0.2,0.29,3.9,8.6,0.46,3.8,4.6,0.82,3.6,6.4,10.0,1.2,0.6,0.3,2.1,3.8,11.8
1995,2,BOS,Boston Celtics,Pervis Ellison,27,55,11,1083,5.1,10.0,0.51,0.0,0.1,0.0,5.1,9.9,0.51,2.4,3.3,0.72,4.1,6.1,10.3,1.1,0.7,1.8,2.5,6.0,12.5
1995,2,BOS,Boston Celtics,Rick Fox,25,53,7,1039,5.9,12.2,0.48,1.1,2.6,0.41,4.8,9.6,0.5,3.3,4.3,0.77,2.1,3.3,5.4,4.8,1.8,0.7,2.7,5.3,16.1
1995,2,BOS,Boston Celtics,Greg Minor,23,63,8,945,5.9,11.5,0.52,0.1,0.5,0.17,5.8,11.0,0.53,2.5,3.0,0.83,1.9,3.4,5.2,2.5,1.2,0.6,1.7,3.4,14.4
1995,2,BOS,Boston Celtics,Blue Edwards,29,31,7,507,5.9,13.8,0.43,0.8,3.1,0.26,5.1,10.8,0.47,3.1,3.4,0.9,1.8,2.8,4.6,3.3,1.3,0.7,2.8,4.5,15.6
1995,2,BOS,Boston Celtics,Acie Earl,24,30,3,208,4.5,11.8,0.38,0.0,0.0,,4.5,11.8,0.38,2.4,5.0,0.48,3.3,4.5,7.8,0.3,1.0,1.4,2.4,6.8,11.4
1995,2,BOS,Boston Celtics,James Blackwell,26,9,0,61,3.5,5.9,0.6,0.0,0.0,,3.5,5.9,0.6,1.2,1.8,0.67,1.2,3.5,4.7,3.5,1.8,0.0,1.8,4.1,8.3
1995,2,BOS,Boston Celtics,Jay Humphries,32,6,0,52,2.8,6.2,0.44,0.0,0.7,0.0,2.8,5.5,0.5,1.4,2.8,0.5,1.4,0.7,2.1,6.9,1.4,0.0,3.5,6.9,6.9
1995,2,BOS,Boston Celtics,Tony Harris,27,3,0,18,6.0,16.0,0.38,0.0,2.0,0.0,6.0,14.0,0.43,16.0,18.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,28.0
1995,2,BOS,Boston Celtics,Tony Dawson,27,2,0,13,8.3,22.2,0.38,2.8,8.3,0.33,5.5,13.8,0.4,2.8,2.8,1.0,0.0,8.3,8.3,2.8,0.0,0.0,5.5,11.1,22.2
