Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1984,22.0,ATL,NBA,PG,81.0,47.0,1938.0,6.5,14.1,0.462,0.1,0.3,0.167,6.4,13.7,0.469,6.6,8.4,0.785,1.9,3.8,5.7,8.2,3.3,0.8,4.5,7.4,19.7,,106.0,105.0
1985,23.0,ATL,NBA,PG,69.0,58.0,2126.0,7.6,15.9,0.476,0.3,0.8,0.417,7.2,15.0,0.48,6.6,8.6,0.77,1.5,3.3,4.8,9.3,3.7,1.2,4.0,5.7,22.0,,112.0,105.0
1986,24.0,ATL,NBA,PG,53.0,50.0,1571.0,6.7,14.2,0.474,0.0,0.5,0.0,6.7,13.7,0.491,5.3,8.6,0.608,1.5,3.5,5.0,13.5,3.7,0.4,4.3,5.7,18.7,,108.0,104.0
1987,25.0,ATL,NBA,PG,82.0,82.0,2590.0,6.5,14.4,0.451,0.1,0.4,0.19,6.4,14.0,0.459,6.9,8.4,0.828,1.6,4.1,5.7,15.7,3.3,0.6,4.1,5.5,20.0,,119.0,104.0
1988,26.0,ATL,NBA,PG,80.0,80.0,2502.0,8.0,17.7,0.453,0.2,0.7,0.273,7.8,17.1,0.46,6.4,8.4,0.758,1.7,5.6,7.3,14.9,2.8,0.8,4.2,5.4,22.6,,113.0,106.0
1989,27.0,ATL,NBA,PG,76.0,76.0,2462.0,7.4,16.2,0.455,0.9,2.5,0.347,6.5,13.7,0.474,4.9,5.7,0.861,1.8,3.9,5.7,10.4,3.6,0.8,3.1,5.2,20.5,,118.0,106.0
1990,28.0,ATL,NBA,PG,48.0,44.0,1526.0,7.2,15.8,0.454,0.8,2.2,0.364,6.4,13.6,0.469,4.5,5.6,0.812,1.5,5.0,6.6,8.7,3.8,0.7,3.2,5.0,19.6,,114.0,108.0
1991,29.0,ATL,NBA,PG,79.0,79.0,2586.0,8.4,19.2,0.435,1.7,4.9,0.336,6.7,14.3,0.47,4.2,4.9,0.844,0.9,3.9,4.8,6.4,2.8,0.9,2.4,4.1,22.5,,113.0,110.0
1992,30.0,LAC,NBA,PG,59.0,25.0,1657.0,6.8,16.0,0.424,0.8,2.8,0.283,6.0,13.2,0.454,4.9,5.9,0.832,0.7,3.7,4.4,7.0,3.3,0.6,2.8,5.0,19.2,,108.0,105.0
1993,31.0,NYK,NBA,PG,77.0,45.0,1886.0,5.8,13.3,0.437,1.1,3.3,0.317,4.8,10.0,0.477,3.6,4.4,0.821,0.7,4.5,5.2,10.9,3.3,0.2,3.1,5.8,16.3,,112.0,99.0
1994,32.0,NYK,NBA,PG,19.0,19.0,499.0,5.7,13.2,0.433,2.0,5.4,0.365,3.7,7.8,0.48,1.5,2.3,0.636,0.4,3.6,4.0,10.4,2.6,0.5,3.0,4.6,14.8,,110.0,99.0
1995,33.0,TOT,NBA,PG,63.0,0.0,989.0,5.6,15.5,0.358,2.3,6.5,0.354,3.2,9.0,0.36,3.1,4.2,0.732,0.8,4.8,5.6,8.3,3.3,1.1,3.1,7.7,16.5,,103.0,103.0
1995,33.0,NYK,NBA,PG,3.0,0.0,47.0,4.5,14.6,0.308,3.4,5.6,0.6,1.1,9.0,0.125,9.0,12.3,0.727,2.2,7.8,10.1,9.0,4.5,0.0,4.5,9.0,21.3,,109.0,98.0
1995,33.0,SAS,NBA,PG,60.0,0.0,942.0,5.6,15.6,0.36,2.3,6.6,0.344,3.3,9.0,0.371,2.8,3.8,0.732,0.7,4.7,5.4,8.3,3.3,1.1,3.0,7.6,16.3,,102.0,103.0
1996,34.0,SAS,NBA,PG,78.0,0.0,1235.0,4.5,12.1,0.372,2.0,5.7,0.343,2.5,6.4,0.399,2.0,2.7,0.75,1.2,4.5,5.7,5.1,3.0,0.9,2.4,7.3,12.9,,101.0,103.0
