Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2018,14,153,LAL,Los Angeles Lakers,20.0,NBA,PG,52.0,50.0,1780.0,203.0,564.0,0.36,90.0,295.0,0.3,113.0,269.0,0.42,0.44,32.0,71.0,0.45,69.0,291.0,360.0,376.0,88.0,43.0,136.0,117.0,528.0,,2.0
2019,14,153,LAL,Los Angeles Lakers,21.0,NBA,PG,47.0,45.0,1423.0,185.0,456.0,0.41,75.0,228.0,0.33,110.0,228.0,0.48,0.49,20.0,48.0,0.42,54.0,197.0,251.0,255.0,69.0,19.0,103.0,114.0,465.0,,1.0
2020,19,153,NOP,New Orleans Pelicans,22.0,NBA,PG,63.0,54.0,2025.0,277.0,687.0,0.4,148.0,395.0,0.38,129.0,292.0,0.44,0.51,43.0,76.0,0.57,71.0,312.0,383.0,438.0,88.0,38.0,193.0,128.0,745.0,,3.0
2021,19,153,NOP,New Orleans Pelicans,23.0,NBA,PG,12.0,12.0,381.0,56.0,144.0,0.39,25.0,86.0,0.29,31.0,58.0,0.53,0.48,7.0,12.0,0.58,5.0,40.0,45.0,56.0,15.0,7.0,30.0,33.0,144.0,,0.0
