Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,19.0,180,NOK,New Orleans/Oklahoma City Hornets,Brandon Bass,1985-04-30,20.0,NBA,PF,29,1,9.2,1.0,2.4,0.4,0.0,0.0,,1.0,2.4,0.4,0.4,0.4,0.7,0.632,0.6,1.7,2.3,0.1,0.1,0.2,0.4,0.6,2.3
2007,19.0,180,NOK,New Orleans/Oklahoma City Hornets,Brandon Bass,1985-04-30,21.0,NBA,PF,21,3,7.7,0.7,2.1,0.341,0.0,0.0,0.0,0.7,2.0,0.349,0.341,0.6,0.8,0.75,0.6,1.4,2.0,0.1,0.1,0.1,0.5,0.8,2.0
2008,7.0,180,DAL,Dallas Mavericks,Brandon Bass,1985-04-30,22.0,NBA,C,79,1,19.7,3.1,6.2,0.499,0.0,0.1,0.0,3.1,6.2,0.503,0.499,2.1,2.5,0.822,1.5,2.9,4.4,0.7,0.3,0.6,1.0,1.9,8.3
2009,7.0,180,DAL,Dallas Mavericks,Brandon Bass,1985-04-30,23.0,NBA,C,81,0,19.4,3.1,6.3,0.496,0.0,0.1,0.0,3.1,6.2,0.502,0.496,2.2,2.6,0.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5
2010,22.0,180,ORL,Orlando Magic,Brandon Bass,1985-04-30,24.0,NBA,PF,50,3,13.0,2.4,4.7,0.511,0.0,0.0,,2.4,4.7,0.511,0.511,1.0,1.3,0.825,1.1,1.5,2.5,0.4,0.2,0.5,0.6,1.4,5.8
2011,22.0,180,ORL,Orlando Magic,Brandon Bass,1985-04-30,25.0,NBA,PF,76,51,26.1,4.4,8.5,0.515,0.0,0.0,0.0,4.4,8.5,0.516,0.515,2.5,3.1,0.815,1.8,3.8,5.6,0.8,0.4,0.7,1.3,2.1,11.2
2012,2.0,180,BOS,Boston Celtics,Brandon Bass,1985-04-30,26.0,NBA,PF,59,39,31.7,5.1,10.7,0.479,0.0,0.0,,5.1,10.7,0.479,0.479,2.2,2.8,0.81,1.6,4.6,6.2,0.9,0.6,0.9,1.1,2.3,12.5
2013,2.0,180,BOS,Boston Celtics,Brandon Bass,1985-04-30,27.0,NBA,PF,81,69,27.6,3.5,7.3,0.486,0.0,0.0,0.0,3.5,7.2,0.487,0.486,1.6,1.9,0.86,1.6,3.7,5.2,1.0,0.5,0.8,1.0,2.3,8.7
2014,2.0,180,BOS,Boston Celtics,Brandon Bass,1985-04-30,28.0,NBA,PF,82,73,27.6,4.3,8.8,0.486,0.0,0.1,0.333,4.3,8.8,0.487,0.487,2.5,2.9,0.858,2.0,3.8,5.7,1.1,0.4,0.9,1.2,2.3,11.1
2015,2.0,180,BOS,Boston Celtics,Brandon Bass,1985-04-30,29.0,NBA,PF,82,43,23.5,4.2,8.3,0.504,0.1,0.4,0.281,4.1,7.9,0.515,0.51,2.1,2.6,0.79,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,10.6
2016,14.0,180,LAL,Los Angeles Lakers,Brandon Bass,1985-04-30,30.0,NBA,PF,66,0,20.3,2.6,4.8,0.549,0.0,0.0,0.0,2.6,4.8,0.552,0.549,1.9,2.2,0.845,1.6,2.7,4.3,1.1,0.5,0.8,0.6,1.9,7.2
2017,13.0,180,LAC,Los Angeles Clippers,Brandon Bass,1985-04-30,31.0,NBA,PF,52,0,11.1,2.1,3.6,0.575,0.0,0.1,0.333,2.0,3.5,0.579,0.578,1.5,1.7,0.875,0.8,1.7,2.5,0.4,0.3,0.2,0.6,0.9,5.6
