SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,27,SAS,Rod Strickland,23,10,10,384,54,127,0.42,0,7,0.0,54,120,0.45,0.42,15,27,0.56,22,31,53,112,14,0,34,30,123
1990,27,SAS,Willie Anderson,23,10,10,375,87,168,0.52,2,5,0.4,85,163,0.52,0.52,29,36,0.81,16,38,54,52,9,4,26,40,205
1990,27,SAS,Terry Cummings,28,10,10,375,103,195,0.53,1,5,0.2,102,190,0.54,0.53,42,52,0.81,31,63,94,22,7,4,19,39,249
1990,27,SAS,David Robinson,24,10,10,375,89,167,0.53,0,0,,89,167,0.53,0.53,65,96,0.68,36,84,120,23,11,40,24,35,243
1990,27,SAS,David Wingate,26,10,0,293,40,77,0.52,2,3,0.67,38,74,0.51,0.53,9,12,0.75,9,28,37,38,18,3,14,34,91
1990,27,SAS,Sean Elliott,21,10,10,291,53,96,0.55,0,1,0.0,53,95,0.56,0.55,21,29,0.72,11,30,41,18,9,6,15,37,127
1990,27,SAS,Frank Brickowski,30,10,0,161,31,54,0.57,0,0,,31,54,0.57,0.57,17,26,0.65,16,28,44,11,8,1,15,31,79
1990,27,SAS,Johnny Moore,31,9,0,86,6,24,0.25,0,6,0.0,6,18,0.33,0.25,4,8,0.5,3,8,11,21,7,1,7,11,16
1990,27,SAS,Caldwell Jones,39,9,0,66,4,9,0.44,0,0,,4,9,0.44,0.44,0,1,0.0,6,7,13,2,0,3,3,10,8
1990,27,SAS,Reggie Williams,25,9,0,49,9,27,0.33,0,2,0.0,9,25,0.36,0.33,2,2,1.0,5,6,11,3,2,0,5,8,20
1990,27,SAS,Mike Mitchell,34,4,0,15,3,8,0.38,0,0,,3,8,0.38,0.38,0,0,,1,2,3,2,0,0,2,2,6
1990,27,SAS,Uwe Blab,27,2,0,5,0,1,0.0,0,0,,0,1,0.0,0.0,3,6,0.5,0,2,2,0,0,0,0,0,3
