SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,6,CLE,Craig Ehlo,28,5,5,196,26,62,0.42,5,15,0.33,21,47,0.45,0.46,12,19,0.63,7,25,32,32,6,0,12,18,69
1990,6,CLE,Mark Price,25,5,5,192,32,61,0.52,6,17,0.35,26,44,0.59,0.57,30,30,1.0,0,14,14,44,9,1,15,9,100
1990,6,CLE,Brad Daugherty,24,5,5,186,41,70,0.59,0,0,,41,70,0.59,0.59,32,46,0.7,4,44,48,20,2,4,13,12,114
1990,6,CLE,Hot Rod Williams,27,5,0,174,39,70,0.56,0,0,,39,70,0.56,0.56,17,22,0.77,14,32,46,11,2,5,7,23,95
1990,6,CLE,Larry Nance,30,5,5,159,26,45,0.58,0,0,,26,45,0.58,0.58,9,12,0.75,4,20,24,12,3,10,4,20,61
1990,6,CLE,Winston Bennett,24,5,5,135,23,47,0.49,0,0,,23,47,0.49,0.49,4,6,0.67,14,7,21,5,3,1,4,11,50
1990,6,CLE,Steve Kerr,24,5,0,73,4,14,0.29,0,3,0.0,4,11,0.36,0.29,0,0,,1,5,6,10,4,0,2,6,8
1990,6,CLE,Tree Rollins,34,3,0,38,1,3,0.33,0,0,,1,3,0.33,0.33,6,8,0.75,0,8,8,1,2,1,3,7,8
1990,6,CLE,Derrick Chievous,22,3,0,28,6,10,0.6,0,0,,6,10,0.6,0.6,7,9,0.78,2,1,3,2,1,0,3,2,19
1990,6,CLE,Paul Mokeski,33,3,0,10,1,2,0.5,0,0,,1,2,0.5,0.5,2,2,1.0,0,2,2,0,1,1,0,2,4
1990,6,CLE,John Morton,22,2,0,9,2,5,0.4,0,0,,2,5,0.4,0.4,2,2,1.0,0,0,0,0,0,0,1,1,6
