Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,23.0,DET,NBA,SG,39.0,1.0,265.0,4.5,12.0,0.375,0.1,1.0,0.143,4.3,11.0,0.395,2.4,4.3,0.563,2.0,2.7,4.8,1.9,1.1,0.5,2.4,5.7,11.5
1984,24.0,SDC,NBA,SG,69.0,35.0,1280.0,7.5,16.0,0.47,0.0,0.3,0.0,7.5,15.8,0.478,4.2,4.9,0.861,1.7,2.1,3.8,1.7,0.8,0.4,2.3,4.0,19.3
1985,25.0,MIL,NBA,SG,44.0,3.0,882.0,6.7,12.5,0.537,0.0,0.2,0.25,6.7,12.4,0.541,4.2,5.1,0.823,2.0,2.8,4.8,3.8,1.4,0.2,2.6,4.8,17.7
1986,26.0,MIL,NBA,SG,81.0,8.0,2147.0,7.2,13.4,0.538,0.1,0.4,0.13,7.1,13.0,0.55,4.5,5.2,0.858,1.6,2.3,3.9,3.0,1.4,0.1,1.8,4.2,18.9
1987,27.0,MIL,NBA,SG,79.0,31.0,2505.0,8.3,15.5,0.534,0.0,0.4,0.107,8.2,15.1,0.545,5.6,6.3,0.88,1.7,2.1,3.8,2.1,0.9,0.3,1.7,3.2,22.1
1988,28.0,MIL,NBA,SG,37.0,0.0,965.0,9.3,18.1,0.51,0.1,0.5,0.214,9.1,17.6,0.519,4.0,4.6,0.877,1.1,2.0,3.1,2.7,0.8,0.3,2.1,3.5,22.6
1989,29.0,MIL,NBA,SG,75.0,4.0,2078.0,9.1,17.6,0.518,0.1,0.6,0.222,9.0,17.0,0.529,4.4,5.1,0.859,1.4,2.0,3.4,2.7,1.3,0.3,1.9,3.3,22.8
1990,30.0,MIL,NBA,SG,59.0,0.0,1709.0,10.6,20.8,0.51,1.0,2.8,0.346,9.6,18.0,0.535,6.5,7.7,0.839,1.3,2.2,3.5,2.8,1.1,0.1,2.7,3.3,28.6
1991,31.0,TOT,NBA,SG,78.0,2.0,2167.0,9.3,19.2,0.485,0.8,1.9,0.397,8.6,17.3,0.495,7.1,7.8,0.913,1.1,2.1,3.2,2.8,1.0,0.2,2.4,2.8,26.5
1991,31.0,MIL,NBA,SG,46.0,0.0,1327.0,9.7,19.5,0.499,1.0,2.5,0.398,8.7,17.0,0.514,7.7,8.4,0.907,1.0,2.2,3.2,2.6,1.0,0.3,2.5,2.4,28.1
1991,31.0,SEA,NBA,SG,32.0,2.0,840.0,8.7,18.7,0.463,0.4,1.0,0.391,8.3,17.7,0.467,6.3,6.9,0.925,1.3,1.9,3.2,3.1,0.9,0.1,2.3,3.4,24.0
1992,32.0,SEA,NBA,SG,78.0,78.0,2658.0,8.4,17.7,0.475,0.4,1.7,0.268,8.0,16.0,0.496,5.6,6.2,0.916,1.3,1.9,3.2,3.3,1.2,0.3,2.6,2.9,22.9
1993,33.0,SEA,NBA,SG,77.0,72.0,2218.0,8.5,17.4,0.489,0.7,1.8,0.372,7.8,15.5,0.503,5.1,5.7,0.889,0.9,2.2,3.1,3.6,1.6,0.1,2.6,2.7,22.8
1994,34.0,SEA,NBA,SG,51.0,0.0,1022.0,9.6,20.3,0.471,0.2,1.1,0.188,9.4,19.2,0.488,6.7,7.4,0.896,1.0,1.9,2.9,3.2,1.5,0.2,2.3,3.0,26.0
1995,35.0,GSW,NBA,PG,27.0,6.0,673.0,5.9,13.6,0.437,1.2,3.7,0.329,4.7,9.8,0.478,5.0,5.7,0.877,0.6,2.8,3.4,2.1,1.2,0.1,1.3,2.0,18.1
1996,36.0,IND,NBA,SG,76.0,2.0,1404.0,6.8,15.1,0.447,0.9,2.7,0.337,5.9,12.5,0.471,4.5,5.3,0.849,1.0,2.5,3.5,2.6,1.5,0.2,2.4,4.8,18.9
1997,37.0,TOT,NBA,SG,60.0,27.0,1250.0,6.9,14.3,0.481,1.2,2.7,0.442,5.7,11.6,0.49,4.0,4.5,0.897,1.0,2.4,3.5,2.3,0.8,0.3,2.0,2.8,19.0
1997,37.0,DEN,NBA,SG,33.0,10.0,600.0,7.2,15.6,0.462,0.7,2.3,0.308,6.5,13.3,0.489,5.0,5.5,0.902,1.0,2.2,3.2,1.9,0.8,0.3,2.3,2.9,20.1
1997,37.0,CHH,NBA,SG,27.0,17.0,650.0,6.6,13.1,0.502,1.7,3.1,0.536,4.9,10.0,0.492,3.1,3.5,0.889,1.1,2.7,3.8,2.7,0.8,0.2,1.7,2.7,17.9
1998,38.0,MIL,NBA,SG,39.0,0.0,442.0,4.2,11.6,0.364,0.3,1.1,0.308,3.9,10.6,0.369,3.5,4.2,0.827,1.5,2.1,3.7,2.8,0.7,0.0,1.7,2.9,12.3
